PLANTAORIGEN_Pesqueria,D_CLIENTE,PESO_NETO,ESTADO,CIUDAD,TIPOTRANSPORTE,target
1,227,22630,14,42,6,19
1,227,37470,14,42,6,40
1,28,34460,14,61,5,54
1,145,36690,14,61,6,40
1,162,37360,14,3,7,25
1,157,39050,14,49,6,40
1,227,33710,14,42,6,40
1,162,23840,14,3,5,25
1,144,22010,14,3,6,40
1,28,23040,14,61,5,7
1,28,37660,14,61,7,45
1,201,31670,14,18,5,45
1,227,22690,14,42,6,40
1,145,21930,14,61,5,41
1,145,37620,14,61,6,40
1,201,32760,14,18,5,57
1,227,19010,14,42,6,50
1,56,30470,5,41,5,59
1,157,20670,14,49,6,41
1,145,22030,14,61,5,41
1,227,39480,14,42,6,40
1,18,22900,5,7,5,63
1,145,20020,14,61,6,40
1,145,29370,14,61,6,40
1,145,29580,14,61,6,40
1,227,23500,14,42,3,18
1,145,38760,14,61,5,25
1,28,24670,14,61,5,25
1,28,24590,14,61,5,32
1,162,22020,14,3,5,54
1,227,22840,14,42,5,41
1,162,24230,14,3,5,54
1,131,29900,5,7,6,52
1,227,20390,14,42,5,41
1,111,32520,14,23,5,25
1,204,37670,14,3,5,25
1,227,37780,14,42,6,40
1,204,37810,14,3,5,25
1,28,32040,14,61,11,52
1,227,39190,14,42,6,40
1,111,31680,14,23,6,40
1,93,19210,14,13,5,54
1,111,29540,14,23,6,48
1,204,19950,14,3,5,54
1,266,33310,14,3,6,40
1,266,22840,14,3,6,40
1,111,23100,14,23,6,40
1,28,28680,14,61,7,25
1,227,37350,14,42,5,9
1,111,38030,14,23,6,40
1,201,30800,14,18,6,40
1,227,38550,14,42,6,40
1,28,35590,14,61,5,25
1,28,25980,14,61,5,25
1,227,21350,14,42,6,40
1,144,21950,14,3,5,54
1,236,20960,18,60,3,48
1,28,29890,14,61,5,9
1,227,38760,14,42,6,44
1,153,39170,14,61,11,43
1,56,29460,5,41,5,65
1,145,40280,14,61,7,54
1,153,36740,14,61,7,25
1,157,19700,14,49,5,41
1,111,29930,14,23,6,48
1,145,23190,14,61,6,48
1,227,35420,14,42,6,50
1,145,20290,14,61,6,48
1,144,39920,14,3,6,40
1,153,28630,14,61,11,43
1,227,37370,14,42,6,50
1,153,28870,14,61,5,41
1,28,25910,14,61,5,45
1,260,24850,14,61,5,54
1,153,29780,14,61,11,39
1,28,24550,14,61,5,9
1,227,23190,14,42,6,44
1,227,22840,14,42,6,39
1,144,19940,14,3,6,40
1,28,26200,14,61,5,25
1,28,30530,14,61,3,57
1,227,19760,14,42,6,50
1,227,20520,14,42,6,39
1,266,22920,14,3,6,40
1,144,39870,14,3,6,40
1,159,31490,14,55,6,48
1,28,30030,14,61,5,54
1,144,19950,14,3,6,40
1,28,34260,14,61,5,12
1,145,21940,14,61,6,50
1,227,23980,14,42,5,41
1,133,26580,5,7,6,52
1,15,19460,5,20,6,52
1,93,20840,14,13,5,9
1,227,33370,14,42,6,40
1,227,23110,14,42,5,57
1,157,23980,14,49,5,57
1,168,29570,14,3,4,57
1,145,36720,14,61,5,54
1,28,36570,14,61,5,41
1,266,28300,14,3,6,40
1,145,22070,14,61,6,44
1,28,35850,14,61,11,52
1,157,26320,14,49,6,50
1,56,29680,5,41,5,4
1,157,31680,14,49,6,56
1,157,18680,14,49,3,68
1,227,29450,14,42,7,54
1,260,15310,14,61,5,54
1,236,20990,18,60,3,48
1,166,19620,8,10,5,71
1,157,30190,14,49,6,40
1,56,35580,5,41,5,70
1,153,29990,14,61,5,9
1,157,28340,14,49,6,40
1,137,37360,14,61,7,54
1,227,22720,14,42,6,40
1,28,27950,14,61,5,7
1,28,22600,14,61,5,7
1,18,22810,5,7,6,52
1,137,30330,14,61,5,36
1,227,21700,14,42,6,40
1,157,32170,14,49,6,41
1,137,26330,14,61,7,25
1,137,31490,14,61,5,30
1,145,35640,14,61,6,40
1,28,36550,14,61,5,45
1,56,26430,5,41,5,64
1,157,19370,14,49,6,50
1,56,36790,5,41,5,25
1,56,36770,5,41,5,25
1,236,20940,18,60,3,48
1,204,32300,14,3,5,25
1,145,33340,14,61,6,40
1,56,38310,5,41,5,25
1,157,37660,14,49,5,41
1,157,37530,14,49,5,41
1,157,19940,14,49,6,40
1,145,21300,14,61,6,40
1,153,29900,14,61,5,57
1,157,35500,14,49,6,41
1,227,23260,14,42,6,40
1,227,37080,14,42,6,40
1,56,37030,5,41,5,62
1,28,17520,14,61,5,7
1,28,29500,14,61,3,57
1,56,33900,5,41,5,67
1,157,25120,14,49,3,68
1,157,37710,14,49,6,41
1,157,25630,14,49,6,41
1,157,33210,14,49,6,41
1,227,37240,14,42,6,40
1,157,19650,14,49,5,41
1,157,19410,14,49,5,41
1,227,33440,14,42,6,40
1,204,23160,14,3,5,41
1,56,33670,5,41,5,61
1,157,32940,14,49,6,50
1,56,37070,5,41,5,25
1,227,21870,14,42,6,39
1,204,27690,14,3,5,41
1,227,21980,14,42,6,40
1,56,33780,5,41,9,63
1,227,22710,14,42,6,40
1,227,22240,14,42,6,40
1,227,23030,14,42,6,40
1,204,29030,14,3,5,41
1,157,19440,14,49,6,41
1,157,19360,14,49,5,41
1,28,32390,14,61,5,57
1,157,19400,14,49,5,41
1,227,21980,14,42,6,40
1,28,38290,14,61,5,45
1,157,38870,14,49,5,54
1,157,31390,14,49,5,41
1,227,38590,14,42,6,44
1,157,34150,14,49,5,54
1,227,33470,14,42,5,9
1,153,29480,14,61,7,25
1,204,26070,14,3,5,41
1,227,19480,14,42,6,39
1,227,21760,14,42,6,56
1,227,38340,14,42,5,44
1,157,25520,14,49,6,41
1,204,25600,14,3,3,68
1,157,25460,14,49,6,40
1,204,22060,14,3,5,41
1,204,30340,14,3,5,41
1,15,21020,5,20,7,60
1,204,25800,14,3,7,25
1,204,26430,14,3,5,41
1,227,20330,14,42,6,44
1,268,23100,14,3,6,40
1,204,25090,14,3,5,41
1,204,25440,14,3,5,41
1,227,19840,14,42,6,56
1,268,25790,14,3,6,40
1,28,30350,14,61,5,44
1,268,22410,14,3,6,40
1,268,22810,14,3,6,40
1,236,33550,18,60,5,33
1,268,26070,14,3,6,50
1,227,23150,14,42,6,39
1,145,35440,14,61,6,39
1,268,25820,14,3,6,50
1,145,33430,14,61,6,50
1,145,32690,14,61,6,40
1,204,37950,14,3,5,57
1,268,22450,14,3,6,50
1,204,32420,14,3,5,41
1,268,25720,14,3,6,40
1,204,32440,14,3,5,25
1,204,33090,14,3,5,9
1,145,36710,14,61,6,40
1,227,33700,14,42,6,50
1,227,23330,14,42,6,39
1,204,36790,14,3,5,25
1,204,36500,14,3,5,25
1,227,21840,14,42,6,39
1,204,29050,14,3,5,25
1,204,28590,14,3,5,25
1,145,22400,14,61,6,40
1,268,37040,14,3,5,25
1,268,22440,14,3,5,54
1,268,20630,14,3,5,54
1,145,32340,14,61,8,54
1,268,20730,14,3,5,54
1,227,38020,14,42,6,40
1,227,26060,14,42,6,40
1,204,38020,14,3,5,57
1,204,31440,14,3,5,57
1,204,34780,14,3,5,25
1,204,27780,14,3,5,25
1,204,22970,14,3,5,54
1,15,38290,5,20,6,52
1,204,21620,14,3,5,9
1,204,31270,14,3,5,41
1,56,32100,5,41,5,61
1,204,30400,14,3,5,25
1,204,37880,14,3,7,25
1,204,34620,14,3,5,41
1,204,28490,14,3,5,41
1,227,21290,14,42,6,44
1,15,19440,5,20,5,69
1,145,39720,14,61,7,44
1,204,36440,14,3,5,41
1,56,32850,5,41,5,63
1,153,36000,14,61,7,25
1,227,35600,14,42,6,40
1,145,39480,14,61,6,40
1,145,23480,14,61,6,48
1,153,29920,14,61,5,57
1,227,36080,14,42,6,40
1,204,29430,14,3,5,57
1,15,21000,5,20,5,63
1,227,40240,14,42,5,25
1,28,30620,14,61,5,25
1,28,21670,14,61,5,25
1,56,32550,5,41,5,61
1,236,20940,18,60,3,48
1,153,40750,14,61,5,45
1,227,19450,14,42,6,40
1,145,39630,14,61,6,44
1,227,34510,14,42,6,40
1,227,21240,14,42,6,39
1,15,20970,5,20,5,25
1,204,25500,14,3,5,41
1,204,31180,14,3,5,41
1,227,20440,14,42,6,40
1,268,36310,14,3,5,54
1,28,22120,14,61,5,54
1,227,21420,14,42,6,40
1,153,40460,14,61,11,39
1,137,37330,14,61,6,40
1,157,22250,14,49,6,41
1,227,22980,14,42,7,25
1,227,29600,14,42,11,39
1,266,33090,14,3,6,50
1,266,32930,14,3,6,40
1,166,15370,8,10,5,50
1,111,28640,14,23,5,25
1,144,40030,14,3,7,45
1,28,19260,14,61,5,9
1,204,30360,14,3,5,41
1,56,30230,5,41,7,60
1,227,23660,14,42,6,52
1,227,19680,14,42,6,40
1,145,22940,14,61,6,44
1,227,19850,14,42,5,57
1,144,39730,14,3,5,54
1,204,27260,14,3,5,25
1,266,29990,14,3,6,40
1,266,28340,14,3,6,40
1,69,32010,14,3,6,48
1,227,20360,14,42,6,44
1,191,30980,16,6,5,66
1,227,21070,14,42,6,44
1,227,19600,14,42,6,41
1,145,21190,14,61,5,25
1,145,20220,14,61,6,40
1,145,21240,14,61,6,40
1,204,36390,14,3,5,41
1,153,28950,14,61,5,54
1,145,23000,14,61,6,40
1,153,28960,14,61,5,9
1,236,37000,18,60,5,71
1,28,29600,14,61,5,30
1,28,29760,14,61,5,30
1,28,29660,14,61,5,30
1,145,34150,14,61,6,44
1,227,22920,14,42,6,40
1,157,21400,14,49,3,68
1,133,28010,5,7,6,52
1,157,26350,14,49,6,41
1,157,26360,14,49,6,40
1,227,33600,14,42,6,50
1,18,22900,5,7,6,52
1,227,33630,14,42,5,54
1,227,22800,14,42,5,7
1,144,39710,14,3,5,54
1,157,25700,14,49,5,41
1,145,21310,14,61,6,39
1,145,20130,14,61,6,40
1,266,33240,14,3,6,40
1,28,33800,14,61,5,25
1,204,28430,14,3,5,41
1,227,25860,14,42,6,40
1,56,33450,5,41,5,61
1,227,22720,14,42,6,48
1,204,27260,14,3,5,41
1,227,23670,14,42,6,44
1,204,21330,14,3,5,41
1,227,21780,14,42,6,41
1,266,28280,14,3,6,40
1,159,31350,14,55,6,40
1,159,31360,14,55,6,40
1,229,33250,14,23,6,50
1,204,24020,14,3,7,25
1,151,17020,14,3,3,57
1,145,22060,14,61,5,41
1,56,34990,5,41,5,61
1,157,35200,14,49,6,41
1,28,20630,14,61,5,41
1,56,20520,5,41,9,35
1,69,31270,14,3,6,50
1,78,20580,14,3,3,68
1,144,19910,14,3,6,40
1,227,23530,14,42,5,41
1,144,19900,14,3,6,40
1,151,16510,14,3,5,9
1,56,33300,5,41,5,35
1,145,38000,14,61,6,44
1,56,37300,5,41,5,48
1,227,19410,14,42,6,44
1,159,31340,14,55,6,40
1,78,20770,14,3,5,12
1,56,36110,5,41,5,35
1,56,35940,5,41,5,35
1,78,20690,14,3,5,9
1,159,26950,14,55,6,50
1,56,28340,5,41,5,35
1,120,33300,14,49,5,12
1,78,20070,14,3,5,12
1,153,27810,14,61,5,41
1,56,35230,5,41,7,58
1,56,25780,5,41,7,60
1,56,38600,5,41,7,60
1,227,23010,14,42,6,39
1,137,35690,14,61,5,41
1,56,28780,5,41,5,62
1,107,25950,14,23,5,29
1,266,28360,14,3,6,40
1,204,21190,14,3,5,54
1,227,22640,14,42,6,39
1,137,22050,14,61,6,40
1,204,40020,14,3,5,54
1,18,22800,5,7,7,60
1,137,37630,14,61,5,25
1,157,38930,14,49,5,25
1,137,40900,14,61,7,54
1,266,32880,14,3,6,40
1,56,38990,5,41,5,60
1,137,34920,14,61,7,45
1,266,33270,14,3,6,40
1,153,38920,14,61,5,9
1,145,34370,14,61,6,39
1,204,28170,14,3,5,57
1,18,22140,5,7,5,60
1,18,22920,5,7,5,62
1,18,22830,5,7,7,60
1,18,25870,5,7,5,60
1,204,35970,14,3,7,54
1,204,31510,14,3,5,25
1,137,34090,14,61,6,50
1,266,28190,14,3,6,40
1,227,33740,14,42,6,41
1,168,25620,14,3,6,50
1,204,33760,14,3,5,25
1,204,29160,14,3,5,41
1,227,33380,14,42,6,39
1,162,25620,14,3,5,25
1,162,28990,14,3,5,25
1,137,28380,14,61,6,40
1,204,30070,14,3,5,25
1,30,23780,14,3,5,25
1,28,35540,14,61,11,39
1,103,22130,14,3,5,25
1,109,38970,14,13,5,25
1,56,36420,5,41,5,25
1,18,36700,5,7,5,25
1,137,23480,14,61,6,40
1,204,22590,14,3,5,25
1,204,24190,14,3,5,25
1,227,18980,14,42,6,50
1,204,19950,14,3,5,41
1,227,20350,14,42,6,44
1,56,33940,5,41,7,25
1,204,29470,14,3,5,25
1,56,30930,5,41,5,62
1,153,40730,14,61,5,44
1,56,32110,5,41,5,62
1,227,31430,14,42,6,39
1,204,28890,14,3,5,57
1,204,35520,14,3,5,25
1,204,29610,14,3,5,41
1,204,38610,14,3,5,25
1,164,24370,14,23,6,40
1,151,28370,14,3,5,57
1,204,35940,14,3,5,41
1,164,24360,14,23,6,50
1,152,33000,14,3,5,12
1,151,37200,14,3,5,49
1,164,24690,14,23,6,40
1,164,30150,14,23,6,40
1,164,24410,14,23,6,40
1,164,24380,14,23,6,40
1,227,33620,14,42,6,39
1,151,35030,14,3,5,9
1,204,32050,14,3,5,41
1,227,23440,14,42,6,41
1,204,30220,14,3,5,41
1,227,23150,14,42,6,39
1,56,34250,5,41,5,48
1,78,20660,14,3,6,40
1,28,37630,14,61,5,7
1,84,20790,14,23,6,40
1,28,25270,14,61,5,12
1,84,33530,14,23,6,40
1,204,30170,14,3,5,41
1,166,35720,8,10,5,48
1,84,39830,14,23,5,25
1,84,20790,14,23,6,40
1,227,23150,14,42,6,44
1,56,35730,5,41,5,61
1,56,37930,5,41,5,25
1,137,21700,14,61,3,57
1,84,39450,14,23,6,40
1,204,36690,14,3,5,41
1,204,36860,14,3,5,41
1,84,20000,14,23,6,40
1,266,28270,14,3,6,40
1,227,22810,14,42,6,40
1,227,38260,14,42,6,48
1,84,19870,14,23,6,40
1,28,36940,14,61,7,25
1,84,39880,14,23,5,54
1,137,21420,14,61,6,40
1,227,31230,14,42,5,57
1,227,21010,14,42,6,40
1,164,28200,14,23,6,40
1,145,23230,14,61,6,40
1,227,23710,14,42,6,50
1,227,22760,14,42,6,50
1,15,21210,5,20,5,65
1,84,19790,14,23,6,50
1,84,19900,14,23,6,50
1,204,31690,14,3,5,41
1,227,22850,14,42,6,40
1,84,39450,14,23,5,45
1,204,37060,14,3,5,9
1,151,27250,14,3,5,57
1,227,23010,14,42,6,40
1,151,37530,14,3,5,25
1,152,24330,14,3,5,25
1,28,33700,14,61,5,25
1,56,26210,5,41,5,69
1,266,33250,14,3,6,40
1,137,21160,14,61,6,39
1,151,39810,14,3,5,25
1,84,39610,14,23,6,40
1,268,22260,14,3,5,9
1,132,30940,14,61,6,50
1,144,36130,14,3,6,40
1,176,34490,14,3,5,25
1,144,21840,14,3,5,25
1,227,40480,14,42,11,52
1,227,24080,14,42,6,50
1,144,19990,14,3,6,50
1,266,28190,14,3,6,40
1,157,30110,14,49,6,40
1,157,30190,14,49,6,50
1,260,15480,14,61,5,54
1,121,21150,14,23,7,54
1,266,28320,14,3,6,40
1,28,35250,14,61,5,54
1,196,35370,17,51,5,66
1,227,20230,14,42,6,50
1,28,24840,14,61,5,54
1,51,29680,14,55,7,25
1,227,23090,14,42,6,40
1,18,27430,5,7,6,52
1,157,37660,14,49,11,39
1,131,29780,5,7,6,52
1,227,21000,14,42,6,44
1,163,18140,14,3,6,40
1,107,28960,8,35,5,50
1,28,36560,14,61,5,25
1,137,32450,14,61,8,44
1,236,29070,18,60,5,50
1,157,38040,14,49,5,9
1,107,34530,14,23,5,54
1,157,36130,14,49,6,41
1,159,28740,14,55,6,40
1,157,37730,14,49,5,12
1,105,31130,7,69,5,33
1,96,21740,5,20,7,70
1,157,37650,14,49,6,50
1,157,36920,14,49,6,40
1,18,21860,5,7,5,69
1,157,36870,14,49,6,40
1,227,21430,14,42,5,44
1,36,39900,14,13,6,40
1,157,34310,14,49,6,40
1,144,36290,14,3,6,40
1,163,21670,14,3,6,40
1,157,34700,14,49,6,41
1,36,26860,14,13,6,40
1,5,29940,14,61,5,25
1,78,22040,14,3,6,40
1,163,22140,14,3,6,40
1,168,29810,14,3,6,40
1,151,33440,14,3,5,25
1,227,21090,14,42,5,25
1,236,24500,18,60,3,15
1,157,31660,14,49,5,41
1,96,21610,5,20,6,52
1,266,31590,14,3,5,25
1,93,18470,14,13,6,40
1,204,29650,14,3,5,12
1,107,22150,14,23,5,12
1,145,37680,14,61,6,40
1,56,35690,5,41,7,63
1,145,32740,14,61,6,40
1,145,33360,14,61,6,40
1,145,21250,14,61,6,40
1,145,21760,14,61,6,40
1,145,32310,14,61,6,40
1,227,22760,14,42,7,54
1,18,20020,5,7,7,58
1,145,21290,14,61,6,40
1,227,23480,14,42,6,40
1,36,20720,14,13,5,45
1,157,36680,14,49,5,41
1,145,22540,14,61,6,40
1,157,22710,14,49,5,41
1,157,31650,14,49,5,41
1,157,30200,14,49,6,40
1,157,30160,14,49,6,50
1,159,20720,14,55,6,40
1,227,21820,14,42,6,44
1,227,35310,14,42,6,44
1,145,22710,14,61,8,43
1,133,24160,5,7,6,52
1,28,22070,14,61,5,9
1,151,20310,14,3,5,9
1,168,29650,14,3,6,50
1,107,33650,14,23,6,40
1,107,37380,14,23,6,40
1,227,21660,14,42,6,40
1,157,28350,14,49,5,41
1,151,36040,14,3,5,12
1,227,19760,14,42,6,44
1,107,39400,14,23,6,40
1,151,23430,14,3,5,54
1,157,22870,14,49,5,41
1,56,35020,5,41,5,63
1,151,16270,14,3,5,9
1,145,30760,14,61,6,50
1,266,22600,14,3,6,50
1,15,20960,5,20,5,65
1,151,34880,14,3,5,9
1,111,29220,14,23,6,40
1,227,39580,14,42,6,44
1,266,22560,14,3,6,50
1,266,22620,14,3,6,40
1,145,22800,14,61,6,50
1,107,39310,14,23,6,40
1,151,30260,14,3,5,9
1,227,21650,14,42,6,40
1,227,23160,14,42,6,40
1,151,28950,14,3,5,9
1,266,35830,14,3,5,54
1,227,23320,14,42,6,40
1,107,19470,14,23,6,50
1,157,35080,14,49,6,41
1,157,23090,14,49,5,41
1,18,22190,5,7,6,52
1,28,31380,14,61,4,57
1,18,22710,5,7,6,52
1,236,26610,18,60,5,50
1,56,34770,5,41,5,63
1,15,19460,5,20,5,63
1,18,25890,5,7,5,72
1,227,21370,14,42,6,40
1,28,30290,14,61,5,9
1,204,29900,14,3,3,68
1,157,27060,14,49,6,40
1,157,27170,14,49,6,40
1,18,22960,5,7,5,64
1,107,22550,14,23,6,40
1,204,29720,14,3,3,68
1,157,26420,14,49,6,40
1,18,22970,5,7,5,72
1,157,26510,14,49,6,40
1,204,24410,14,3,5,9
1,18,22580,5,7,6,52
1,157,37920,14,49,6,40
1,204,28340,14,3,11,39
1,157,26440,14,49,6,40
1,18,21590,5,7,6,52
1,266,31330,14,3,5,9
1,157,26290,14,49,6,56
1,157,25290,14,49,6,40
1,157,21450,14,49,6,40
1,18,25950,5,7,6,52
1,157,26270,14,49,6,40
1,105,35260,7,69,5,33
1,28,33760,14,61,8,44
1,204,33130,14,3,5,41
1,2,31640,8,65,5,71
1,157,39070,14,49,6,40
1,137,27010,14,61,6,39
1,145,38950,14,61,6,44
1,227,32330,14,42,6,44
1,151,22220,14,3,5,9
1,157,34960,14,49,6,41
1,157,35720,14,49,6,41
1,151,17330,14,3,5,12
1,137,21330,14,61,6,44
1,227,20380,14,42,6,40
1,157,19160,14,49,6,40
1,151,12360,14,3,5,25
1,227,20230,14,42,6,40
1,201,29770,14,18,5,12
1,107,21450,14,23,6,40
1,201,31360,14,18,5,25
1,204,28540,14,3,5,41
1,157,26350,14,49,6,41
1,107,21480,14,23,6,50
1,137,26560,14,61,6,44
1,201,31650,14,18,5,36
1,204,32110,14,3,5,41
1,107,22840,14,23,6,40
1,18,22020,5,7,5,69
1,18,22130,5,7,5,69
1,84,26610,14,23,6,56
1,266,20540,14,3,5,57
1,18,21210,5,7,5,69
1,56,31280,5,41,5,63
1,56,34780,5,41,5,63
1,56,34690,5,41,5,63
1,56,19600,5,41,5,60
1,18,22950,5,7,5,69
1,107,22630,14,23,6,40
1,107,21860,14,23,6,40
1,227,22420,14,42,6,44
1,107,21960,14,23,6,40
1,204,37580,14,3,5,45
1,109,21870,14,13,6,40
1,107,21290,14,23,6,40
1,84,20030,14,23,6,40
1,107,22870,14,23,6,40
1,204,31090,14,3,5,41
1,133,34980,5,20,5,25
1,204,37980,14,3,7,44
1,137,39190,14,61,5,7
1,137,39830,14,61,7,45
1,109,23600,14,13,6,40
1,157,22710,14,49,6,41
1,204,29320,14,3,5,41
1,157,24170,14,49,6,41
1,266,27080,14,3,6,40
1,204,37870,14,3,11,39
1,236,32580,18,60,5,61
1,157,37340,14,49,6,48
1,227,27000,14,42,6,52
1,157,25500,14,49,6,50
1,227,23980,14,42,6,40
1,227,38930,14,42,6,40
1,227,33020,14,42,6,40
1,266,39500,14,3,7,45
1,227,34530,14,42,6,40
1,227,22170,14,42,6,40
1,107,21470,14,23,6,40
1,137,31680,14,61,5,57
1,137,29010,14,61,5,9
1,84,34270,14,23,6,40
1,145,20160,14,61,6,40
1,227,37900,14,42,6,40
1,204,37470,14,3,5,41
1,151,21620,14,3,5,9
1,227,21680,14,42,5,57
1,151,27910,14,3,5,7
1,204,37750,14,3,11,39
1,157,27950,14,49,6,41
1,109,23580,14,13,6,40
1,157,39120,14,49,6,40
1,157,30680,14,49,6,48
1,107,22610,14,23,6,40
1,157,38580,14,49,6,40
1,227,24020,14,42,11,39
1,15,21290,5,20,6,39
1,157,32360,14,49,5,41
1,204,31750,14,3,5,25
1,157,33460,14,49,6,40
1,266,29650,14,3,5,25
1,107,22500,14,23,6,40
1,157,26800,14,49,6,40
1,107,22920,14,23,6,40
1,131,25870,5,7,6,52
1,107,39260,14,23,5,25
1,157,21710,14,49,6,41
1,28,23060,14,61,5,25
1,43,28320,14,61,5,54
1,227,33400,14,42,6,39
1,157,34760,14,49,6,50
1,157,34070,14,49,6,48
1,157,22750,14,49,6,40
1,157,27980,14,49,6,41
1,227,36430,14,42,6,50
1,157,37710,14,49,6,40
1,157,33320,14,49,5,41
1,18,32510,5,7,6,52
1,131,30060,5,7,6,52
1,145,19320,14,61,6,39
1,107,33550,14,23,6,40
1,157,25410,14,49,6,50
1,109,21840,14,13,6,40
1,36,22910,14,13,5,9
1,145,22260,14,61,6,56
1,227,23550,14,42,6,48
1,227,32570,14,42,6,40
1,111,28030,14,23,6,50
1,227,33210,14,42,6,50
1,201,37270,14,18,5,54
1,28,29770,14,61,5,57
1,78,20760,14,3,6,40
1,268,22550,14,3,5,25
1,151,29750,14,3,5,25
1,227,21580,14,42,5,41
1,260,28080,14,61,5,54
1,227,25850,14,42,6,40
1,227,21820,14,42,6,50
1,227,21660,14,42,5,41
1,268,22960,14,3,5,57
1,15,19290,5,20,5,69
1,227,23410,14,42,6,40
1,227,21630,14,42,6,40
1,145,26620,14,61,6,40
1,227,23000,14,42,6,39
1,268,37530,14,3,5,9
1,157,36800,14,49,6,40
1,151,31160,14,3,5,12
1,157,36940,14,49,6,40
1,260,9660,14,61,5,54
1,227,25790,14,42,6,50
1,157,32780,14,49,6,41
1,157,36900,14,49,6,40
1,196,32850,17,58,5,33
1,140,26790,14,3,6,56
1,43,38850,14,61,5,25
1,268,25340,14,3,5,41
1,227,22790,14,42,6,40
1,111,31240,14,23,6,40
1,157,21750,14,49,5,41
1,268,20630,14,3,3,68
1,157,37100,14,49,6,40
1,145,23330,14,61,6,40
1,157,23480,14,49,5,41
1,268,25660,14,3,5,45
1,157,38010,14,49,6,40
1,157,37780,14,49,11,39
1,268,20100,14,3,3,68
1,268,25780,14,3,5,9
1,151,30130,14,3,5,9
1,133,23850,5,7,5,72
1,157,21720,14,49,6,39
1,166,32760,8,10,5,50
1,145,26760,14,61,6,44
1,268,23060,14,3,8,54
1,227,33600,14,42,6,50
1,157,23590,14,49,6,40
1,140,27420,14,3,6,40
1,157,23630,14,49,6,40
1,157,23470,14,49,6,50
1,157,23160,14,49,6,40
1,266,24780,14,3,6,40
1,260,13710,14,61,5,54
1,157,21780,14,49,6,40
1,157,21800,14,49,6,40
1,140,27240,14,3,6,50
1,227,24100,14,42,6,40
1,268,22990,14,3,5,49
1,140,27190,14,3,6,50
1,157,21700,14,49,5,25
1,157,21840,14,49,6,41
1,18,27100,5,7,6,39
1,157,20630,14,49,5,41
1,268,25810,14,3,5,57
1,157,30160,14,49,6,40
1,157,21820,14,49,6,40
1,151,20780,14,3,5,25
1,227,24490,14,42,6,50
1,227,23930,14,42,6,50
1,151,14820,14,3,5,12
1,163,22140,14,3,6,40
1,268,25730,14,3,7,12
1,56,36670,5,41,5,63
1,56,33450,5,41,5,67
1,108,24500,8,35,3,48
1,131,25910,5,7,6,39
1,140,29740,14,3,6,50
1,157,37490,14,49,6,40
1,18,27640,5,7,6,39
1,157,30920,14,49,6,40
1,140,27320,14,3,6,40
1,6,33110,14,61,5,57
1,151,27110,14,3,5,57
1,201,39010,14,18,6,40
1,56,36720,5,41,5,70
1,18,27710,5,7,6,39
1,268,25610,14,3,5,12
1,227,23090,14,42,6,56
1,18,27540,5,7,6,39
1,157,21810,14,49,5,41
1,56,35450,5,41,7,69
1,157,21810,14,49,5,41
1,227,23650,14,42,6,39
1,18,26900,5,7,6,39
1,105,30150,7,69,9,56
1,84,39420,14,23,7,54
1,157,29580,14,49,6,50
1,157,20820,14,49,6,40
1,157,37930,14,49,6,40
1,144,36210,14,3,6,40
1,268,22370,14,3,5,9
1,56,34180,5,41,5,62
1,56,37270,5,41,5,62
1,28,37050,14,61,5,57
1,145,21880,14,61,6,40
1,162,28060,14,3,5,9
1,56,32510,5,41,5,59
1,108,24130,8,35,3,48
1,268,23180,14,3,5,57
1,131,25420,5,7,6,39
1,192,26320,14,55,6,40
1,157,21890,14,49,5,32
1,192,25530,14,55,6,40
1,192,26350,14,55,6,40
1,157,21860,14,49,6,50
1,140,29700,14,3,6,50
1,18,22810,5,7,6,39
1,157,19140,14,49,6,41
1,227,39570,14,42,11,52
1,192,25710,14,55,6,40
1,193,26420,14,49,6,40
1,157,21840,14,49,5,41
1,227,23830,14,42,6,40
1,30,21470,14,3,5,12
1,157,21880,14,49,5,41
1,157,24930,14,49,6,40
1,56,24070,5,41,5,61
1,157,21680,14,49,5,41
1,157,20690,14,49,5,41
1,168,38820,14,3,6,40
1,227,33580,14,42,6,40
1,30,21660,14,3,3,57
1,268,23250,14,3,5,7
1,155,30450,5,20,5,65
1,137,36000,14,61,5,45
1,145,32770,14,61,6,40
1,137,28760,14,61,5,45
1,157,22430,14,49,6,41
1,137,40470,14,61,5,54
1,77,32290,14,3,6,56
1,268,23190,14,3,5,54
1,227,22940,14,42,6,56
1,227,38960,14,42,11,39
1,137,38570,14,61,5,54
1,61,29580,8,58,5,50
1,227,33120,14,42,5,41
1,18,25660,5,7,5,69
1,268,23160,14,3,7,54
1,227,22910,14,42,6,39
1,227,23170,14,42,6,50
1,227,23880,14,42,6,50
1,18,27390,5,7,5,73
1,137,34360,14,61,6,50
1,227,20750,14,42,6,40
1,157,24350,14,49,6,50
1,268,23100,14,3,5,12
1,193,26350,14,49,6,40
1,227,19210,14,42,6,40
1,236,33100,18,60,5,61
1,61,29730,8,58,5,33
1,227,23980,14,42,6,40
1,157,22840,14,49,6,40
1,268,23190,14,3,5,32
1,227,21280,14,42,5,41
1,227,30720,14,42,6,40
1,227,23750,14,42,6,40
1,75,37900,14,61,5,36
1,227,23900,14,42,6,50
1,268,22410,14,3,6,40
1,227,37520,14,42,11,39
1,28,31170,14,61,5,25
1,268,22310,14,3,6,40
1,268,22300,14,3,6,40
1,268,22980,14,3,6,40
