PLANTAORIGEN_Pesqueria,D_CLIENTE,PESO_NETO,ESTADO,CIUDAD,TIPOTRANSPORTE,target
0,122,20760,22,36,5,35
0,15,19070,5,20,5,35
0,199,12850,22,53,7,35
0,264,20600,5,52,7,35
0,95,24890,3,8,5,19
0,95,24890,3,8,5,19
0,216,20650,3,12,5,19
0,205,21220,2,9,5,66
0,196,36290,14,3,7,57
0,137,20370,14,61,7,57
0,176,19390,14,3,7,57
0,109,33620,14,13,7,57
0,72,30160,14,49,7,57
0,36,34020,14,13,7,57
0,137,21550,14,61,7,57
0,96,21230,14,3,7,57
0,196,38770,14,3,7,57
0,196,38770,14,3,7,57
0,69,21240,14,3,7,57
0,69,36070,14,3,7,57
0,96,21900,14,3,7,57
0,124,38010,14,23,7,57
0,69,35650,14,3,7,57
0,69,32340,14,3,7,57
0,69,19120,14,3,7,57
0,28,34390,14,61,7,57
0,227,38790,14,42,7,57
0,69,20810,14,3,7,57
0,72,20960,14,49,7,57
0,227,39140,14,42,7,57
0,36,30970,14,13,7,57
0,34,19170,14,13,7,57
0,137,38430,14,61,7,57
0,72,35730,14,49,7,57
0,99,16380,1,39,5,66
0,205,23590,2,9,5,66
0,205,21620,2,9,5,66
0,50,19110,1,68,5,66
0,99,36830,1,39,5,66
0,99,36830,1,39,5,66
0,95,17400,3,8,5,66
0,227,35970,14,42,7,25
0,199,30640,22,53,5,37
0,199,23720,22,53,5,37
0,122,20660,22,36,5,37
0,122,20930,22,36,5,37
0,28,5240,14,61,3,57
0,36,30740,14,13,3,57
0,36,28790,14,13,3,57
0,118,14450,14,23,3,57
0,106,24050,14,23,3,57
0,28,31250,14,61,3,57
0,137,21070,14,61,3,57
0,227,18740,14,42,3,57
0,96,21230,14,3,3,57
0,227,20760,14,42,3,57
0,227,21320,14,42,3,57
0,137,21660,14,61,3,57
0,143,11870,14,61,3,57
0,227,20020,14,42,3,57
0,227,20080,14,42,3,57
0,43,21160,14,61,3,57
0,227,21310,14,42,3,57
0,227,27760,14,42,3,57
0,43,21090,14,61,3,57
0,267,21820,14,63,3,57
0,99,11630,1,39,5,14
0,99,11630,1,39,5,14
0,99,11630,1,39,5,14
0,99,11630,1,39,5,14
0,205,21600,2,9,5,66
0,28,33870,14,61,5,54
0,137,21290,14,61,7,54
0,229,35740,14,23,7,54
0,38,32020,5,56,5,35
0,15,19350,5,20,5,35
0,15,19390,5,20,5,35
0,205,24500,2,9,3,51
0,205,25450,2,9,3,51
0,200,17920,14,13,5,57
0,200,30400,14,13,5,57
0,200,34280,14,13,5,57
0,69,38060,14,3,5,57
0,69,38640,14,3,5,57
0,227,36490,14,42,5,57
0,227,28060,14,42,5,57
0,61,15850,14,3,5,57
0,36,28140,14,13,5,57
0,124,22990,14,23,5,57
0,227,29650,14,42,5,57
0,201,36820,14,18,5,57
0,36,29600,14,13,5,57
0,72,36120,14,49,5,57
0,32,18160,14,13,5,57
0,28,34170,14,61,5,57
0,137,21460,14,61,5,57
0,227,37000,14,42,5,57
0,137,20360,14,61,5,57
0,36,32380,14,13,5,57
0,30,22720,14,3,5,57
0,249,18240,14,55,5,57
0,41,15380,14,55,5,57
0,41,15380,14,55,5,57
0,41,15380,14,55,5,57
0,41,15380,14,55,5,57
0,36,34200,14,13,5,57
0,227,38000,14,42,5,57
0,103,20490,14,3,5,57
0,64,13560,5,52,5,34
0,199,28620,22,53,5,34
0,199,28620,22,53,5,34
0,137,39100,14,61,7,54
0,227,38560,14,42,7,54
0,72,35850,14,49,7,54
0,137,36530,14,61,7,54
0,28,34310,14,61,7,54
0,227,36290,14,42,7,54
0,42,20250,14,61,7,54
0,36,39090,14,13,7,54
0,36,39470,14,13,7,54
0,227,21540,14,42,7,54
0,77,33940,14,3,7,54
0,205,21620,2,9,3,48
0,205,21680,2,9,3,48
0,227,0,14,42,6,44
0,137,0,14,61,6,44
0,137,0,14,61,6,44
0,137,0,14,61,6,44
0,72,0,14,49,8,44
0,137,0,14,61,8,44
0,72,0,14,49,8,44
0,72,0,14,49,8,44
0,227,0,14,42,8,44
0,227,0,14,42,8,44
0,227,0,14,42,8,44
0,72,0,14,49,6,44
0,227,0,14,42,6,44
0,72,0,14,49,6,44
0,205,21360,2,9,7,56
0,227,38170,14,42,5,45
0,227,32820,14,42,5,45
0,37,36290,14,42,7,54
0,36,39190,14,13,7,54
0,84,39380,14,23,7,54
0,227,37710,14,42,7,54
0,49,6230,14,26,7,54
0,227,38050,14,42,7,54
0,227,28480,14,42,7,54
0,84,39270,14,23,7,54
0,107,39230,14,23,7,54
0,107,39230,14,23,7,54
0,72,39660,14,49,7,54
0,43,20340,14,61,7,54
0,32,36280,14,13,7,54
0,227,38920,14,42,7,54
0,137,21190,14,61,7,54
0,84,39100,14,23,7,54
0,84,20960,14,13,7,54
0,84,22540,14,23,7,54
0,84,39080,14,23,7,54
0,99,35940,22,45,7,8
0,37,32630,22,45,7,8
0,273,32630,22,45,7,8
0,99,32630,22,45,7,8
0,99,32630,22,45,7,8
0,99,32630,22,45,7,8
0,99,24580,22,45,7,8
0,99,33700,22,45,7,8
0,99,33700,22,45,7,8
0,99,34760,22,45,7,8
0,99,21870,22,45,7,8
0,99,21870,22,45,7,8
0,99,32840,22,45,7,8
0,99,32840,22,45,7,8
0,99,32840,22,45,7,8
0,99,32840,22,45,7,8
0,99,31800,22,45,7,8
0,99,31800,22,45,7,8
0,99,31800,22,45,7,8
0,99,28820,22,45,7,8
0,99,30330,22,45,7,8
0,99,30330,22,45,7,8
0,99,30330,22,45,7,8
0,99,30330,22,45,7,8
0,99,34800,22,45,7,8
0,99,34800,22,45,7,8
0,99,32090,22,45,7,8
0,99,31220,22,45,7,8
0,99,31220,22,45,7,8
0,99,31220,22,45,7,8
0,99,33980,22,45,7,8
0,99,33980,22,45,7,8
0,99,33980,22,45,7,8
0,99,29800,22,45,7,8
0,99,29800,22,45,7,8
0,5,35360,14,61,7,54
0,69,39550,14,3,7,54
0,144,21090,14,3,7,54
0,24,33620,14,63,7,54
0,84,21230,14,23,7,54
0,227,39600,14,42,5,54
0,137,37250,14,61,6,50
0,36,34450,14,13,6,50
0,72,36000,14,49,6,50
0,61,37660,14,3,6,50
0,227,34580,14,42,6,50
0,227,35970,14,42,6,50
0,72,36540,14,49,6,50
0,140,21660,14,3,6,50
0,229,35090,14,23,6,50
0,44,35770,14,3,6,50
0,36,33300,14,13,6,50
0,227,36120,14,42,6,50
0,84,37840,14,23,6,50
0,36,29930,14,13,6,50
0,84,36030,14,23,6,50
0,227,29200,14,42,6,50
0,84,21410,14,23,6,50
0,229,35620,14,23,6,50
0,123,38170,14,13,7,7
0,123,36840,14,13,5,7
0,123,36840,14,13,5,7
0,69,37920,14,3,5,57
0,72,39070,14,49,5,57
0,196,39500,14,3,5,57
0,246,29430,14,3,5,57
0,266,21100,14,3,5,57
0,227,38920,14,42,5,57
0,103,20590,14,3,5,57
0,200,17390,14,13,7,54
0,227,39440,14,42,7,54
0,72,36550,14,49,7,54
0,137,38690,14,61,7,54
0,137,39010,14,61,7,54
0,36,39810,14,13,7,54
0,137,21790,14,61,7,54
0,137,38480,14,61,7,54
0,84,40150,14,23,7,54
0,227,34270,14,42,7,54
0,84,39070,14,23,7,54
0,266,21530,14,3,7,54
0,36,39690,14,13,7,54
0,137,39520,14,61,7,54
0,137,0,14,61,11,39
0,227,0,14,42,11,39
0,227,0,14,42,11,39
0,28,0,14,61,11,39
0,227,0,14,42,11,39
0,227,0,14,42,11,39
0,227,0,14,42,11,39
0,227,0,14,42,11,39
0,227,37840,14,42,11,39
0,213,20490,5,56,9,35
0,13,9870,5,52,9,35
0,99,33300,22,45,9,35
0,99,33300,22,45,9,35
0,99,33300,22,45,9,35
0,99,32590,22,45,9,35
0,99,32590,22,45,9,35
0,122,20660,22,36,9,35
0,56,34600,5,41,9,35
0,99,35410,22,45,9,35
0,99,34090,22,45,9,35
0,56,19180,5,41,9,35
0,137,36540,14,61,5,25
0,130,35270,20,44,5,25
0,29,19170,7,15,5,33
0,221,34940,11,69,5,33
0,84,38530,14,23,5,25
0,24,24600,14,63,5,25
0,72,38210,14,49,5,25
0,28,36460,14,61,5,25
0,227,35590,14,42,5,25
0,84,38670,14,23,5,25
0,137,39030,14,61,5,25
0,69,35880,14,3,5,25
0,69,35880,14,3,5,25
0,227,35810,14,42,5,25
0,227,38810,14,42,5,25
0,84,19470,14,23,5,25
0,69,39200,14,3,5,25
0,69,39200,14,3,5,25
0,227,21830,14,42,5,25
0,84,21330,14,23,5,25
0,84,19600,14,23,5,25
0,84,38750,14,23,5,25
0,84,21180,14,23,5,25
0,69,38660,14,3,5,25
0,69,35540,14,3,5,25
0,227,21350,14,42,5,25
0,266,21450,14,3,5,25
0,227,37680,14,42,5,25
0,123,34350,14,61,5,58
0,143,34350,14,61,5,58
0,32,17230,14,63,5,58
0,84,21220,14,23,5,58
0,266,35950,14,3,5,58
0,218,37510,14,55,5,58
0,218,37510,14,55,5,58
0,227,38680,14,42,5,58
0,227,16890,14,42,7,31
0,84,34200,14,23,6,50
0,266,21320,14,3,6,50
0,227,29360,14,42,6,50
0,72,34350,14,49,6,50
0,137,19410,14,61,6,50
0,201,37510,14,18,6,50
0,137,21350,14,61,6,50
0,84,21320,14,23,6,50
0,36,30260,14,13,6,50
0,69,21190,14,3,6,50
0,84,38430,14,23,6,50
0,28,34330,14,61,6,50
0,227,34040,14,42,6,50
0,227,37980,14,42,6,50
0,227,21690,14,42,6,50
0,227,36450,14,42,6,50
0,137,21170,14,61,6,50
0,69,37500,14,3,6,50
0,227,19400,14,42,6,50
0,266,21480,14,3,6,50
0,227,30600,14,42,6,50
0,36,30150,14,13,6,50
0,61,37720,14,3,6,50
0,61,37720,14,3,6,50
0,227,21890,14,42,6,50
0,229,35500,14,23,6,50
0,266,21600,14,3,6,50
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,21600,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,227,0,14,42,5,5
0,227,36120,14,42,5,5
0,137,0,14,61,5,5
0,227,0,14,42,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,227,0,14,42,5,5
0,227,32720,14,42,5,25
0,84,21450,14,13,5,25
0,227,21970,14,42,5,25
0,205,21510,2,9,3,16
0,26,25410,3,14,5,25
0,27,25410,3,14,5,25
0,130,24860,20,44,3,25
0,205,21590,2,9,3,25
0,50,24810,1,68,5,25
0,104,24810,3,68,5,25
0,99,26440,1,39,5,25
0,71,33180,4,69,9,33
0,221,33180,11,69,9,33
0,221,31200,11,69,7,33
0,217,33800,10,25,7,33
0,221,34220,11,69,7,33
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,36810,14,61,5,5
0,137,0,14,61,5,5
0,137,21280,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,137,0,14,61,5,5
0,227,0,14,42,5,5
0,36,30520,14,13,5,25
0,122,33440,22,36,5,37
0,122,33440,22,36,5,37
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,99,22130,22,45,9,39
0,250,32060,8,58,9,39
0,112,19180,22,53,5,0
0,112,19000,22,53,5,0
0,112,34870,22,53,5,0
0,112,34000,22,53,5,0
0,112,31920,22,53,5,0
0,112,18850,22,53,5,0
0,112,34220,22,53,5,0
0,246,25040,14,3,7,57
0,200,39810,14,13,5,57
0,229,39510,14,23,7,57
0,265,22630,7,69,5,43
0,123,35880,14,13,5,7
0,123,35880,14,13,5,7
0,123,31730,14,13,5,7
0,124,31730,14,13,5,7
0,137,0,14,61,7,44
0,227,0,14,42,7,44
0,137,0,14,61,7,44
0,84,20790,14,23,5,23
0,227,20930,14,42,5,23
0,69,20860,14,3,5,23
0,54,32800,14,3,5,23
0,54,32800,14,3,5,23
0,54,32800,14,3,5,23
0,227,39300,14,42,5,23
0,227,37210,14,42,5,23
0,84,39620,14,13,5,23
0,52,17940,14,23,5,23
0,52,17940,14,23,5,23
0,52,17940,14,23,5,23
0,109,34410,14,13,5,75
0,84,19990,14,13,5,75
0,124,38180,14,23,5,75
0,50,32150,1,68,7,20
0,50,36440,1,68,7,20
0,56,24470,5,41,5,20
0,195,24470,5,41,5,20
0,137,38950,14,61,5,12
0,72,35990,14,49,5,12
0,69,34990,14,3,5,12
0,84,35130,14,23,5,12
0,62,36090,14,3,5,12
0,62,36090,14,3,5,12
0,227,34830,14,42,5,12
0,137,38560,14,61,5,12
0,129,38760,14,3,5,12
0,137,38610,14,61,5,54
0,227,38870,14,42,5,54
0,137,29230,14,61,5,54
0,13,11360,5,52,5,35
0,13,11360,5,52,5,35
0,139,34640,5,52,5,35
0,139,34640,5,52,5,35
0,38,32890,5,56,5,35
0,131,21690,5,20,5,35
0,5,34800,14,61,5,54
0,43,21190,14,61,5,54
0,227,39660,14,42,5,54
0,254,20910,14,23,5,54
0,28,33430,14,61,7,12
0,227,20470,14,42,7,12
0,72,20590,14,49,7,12
0,227,36840,14,42,7,12
0,84,39720,14,23,5,58
0,137,20560,14,61,7,47
0,227,36100,14,42,7,47
0,227,36400,14,42,7,47
0,227,33740,14,42,7,47
0,137,27820,14,61,7,47
0,72,33500,14,49,7,47
0,84,36030,14,23,7,47
0,227,35600,14,42,7,47
0,227,34270,14,42,7,47
0,36,36390,14,13,7,47
0,137,33560,14,61,7,47
0,227,36140,14,42,7,47
0,201,32760,14,18,7,47
0,36,29540,14,13,7,47
0,227,34200,14,42,7,47
0,36,30440,14,13,7,47
0,124,21810,14,23,7,47
0,96,21510,14,3,7,47
0,78,21200,14,3,7,47
0,84,19130,14,23,7,47
0,84,19670,14,23,7,47
0,137,21380,14,61,7,47
0,227,20070,14,42,7,47
0,227,21390,14,42,7,47
0,28,31530,14,61,7,47
0,137,21200,14,61,7,47
0,233,31780,14,23,7,47
0,227,21600,14,42,7,47
0,129,16450,14,3,7,47
0,227,20270,14,42,7,47
0,36,31070,14,13,7,47
0,227,27320,14,42,7,47
0,227,28890,14,42,7,47
0,227,26950,14,42,7,47
0,69,20970,14,3,5,57
0,227,37240,14,42,5,57
0,77,34950,14,3,5,57
0,28,30000,14,61,5,57
0,62,36430,14,3,5,57
0,62,36430,14,3,5,57
0,137,34480,14,61,5,57
0,227,15280,14,42,5,57
0,268,21420,14,3,5,57
0,72,20930,14,49,5,57
0,137,38240,14,61,5,57
0,36,33520,14,13,5,57
0,137,20440,14,61,5,57
0,123,30810,14,61,5,57
0,273,38690,14,3,5,54
0,69,39800,14,3,5,54
0,44,31670,14,3,5,54
0,268,39260,14,3,5,54
0,266,39850,14,3,5,54
0,266,39170,14,3,7,54
0,227,35110,14,42,7,54
0,36,28860,14,13,7,54
0,84,19360,14,23,7,54
0,36,33180,14,13,7,54
0,196,38220,14,3,7,54
0,96,21500,14,3,7,54
0,84,19140,14,23,7,54
0,84,19420,14,23,7,54
0,96,21130,14,3,7,54
0,84,21060,14,23,7,54
0,69,37880,14,3,7,54
0,144,20720,14,3,7,54
0,69,21280,14,3,7,54
0,84,20290,14,23,7,54
0,227,37470,14,42,7,54
0,227,21780,14,42,7,54
0,84,21180,14,23,7,54
0,227,35940,14,42,7,54
0,84,39070,14,23,7,54
0,205,21200,2,9,3,16
0,205,21540,2,9,3,16
0,227,33990,14,42,5,41
0,99,28090,22,45,9,35
0,99,28090,22,45,9,35
0,139,22210,5,52,9,35
0,269,15570,5,52,9,35
0,199,32530,22,53,9,35
0,99,31520,22,45,9,35
0,28,0,14,61,11,43
0,227,0,14,42,11,43
0,227,0,14,42,11,43
0,72,39170,14,49,11,43
0,227,0,14,42,11,43
0,227,39690,14,42,11,43
0,72,0,14,49,11,43
0,200,32730,14,13,5,54
0,36,28960,14,13,7,54
0,200,32230,14,13,7,54
0,137,39390,14,61,7,54
0,266,21170,14,3,5,54
0,200,31090,14,13,5,12
0,227,37810,14,42,5,12
0,84,38480,14,23,5,12
0,43,21670,14,61,5,12
0,246,20840,14,3,5,32
0,143,22630,14,61,5,32
0,227,29090,14,42,5,32
0,227,28780,14,42,5,32
0,227,20310,14,42,5,32
0,36,29860,14,13,5,32
0,137,21210,14,61,5,32
0,196,21640,14,3,5,32
0,96,21740,14,3,5,32
0,227,33370,14,42,5,32
0,84,22700,14,23,5,32
0,227,22810,14,42,5,32
0,227,33110,14,42,5,32
0,93,19650,14,13,5,32
0,84,19790,14,23,5,32
0,222,25440,14,3,5,32
0,222,25440,14,3,5,32
0,137,19540,14,61,5,32
0,227,20740,14,42,5,32
0,227,34640,14,42,5,32
0,36,31440,14,13,5,32
0,84,21120,14,23,5,32
0,227,39920,14,42,5,54
0,36,31000,14,13,5,54
0,266,21530,14,3,5,54
0,144,31900,14,3,5,54
0,266,18760,14,3,5,54
0,36,32900,14,13,5,54
0,84,20680,14,13,5,54
0,84,39620,14,23,5,54
0,200,36150,14,13,5,25
0,72,35730,14,49,5,25
0,77,34100,14,3,5,25
0,101,21230,14,24,5,25
0,222,23890,14,3,5,25
0,227,32600,14,42,5,25
0,115,16440,14,61,5,25
0,137,38620,14,61,5,25
0,137,21670,14,61,5,25
0,227,39630,14,42,5,25
0,36,27930,14,13,5,25
0,51,12800,14,61,5,25
0,227,33400,14,42,5,45
0,227,30860,14,42,5,45
0,36,36020,14,13,5,45
0,201,29080,14,18,5,45
0,84,20400,14,13,5,45
0,36,33550,14,13,5,45
0,72,21180,14,49,5,45
0,99,34940,22,45,9,35
0,112,19210,22,53,5,0
0,112,18250,22,53,5,0
0,247,28960,22,53,5,0
0,247,28960,22,53,5,0
0,112,33890,22,53,5,0
0,112,24580,22,53,5,0
0,112,30800,22,53,5,0
0,112,18950,22,53,5,0
0,109,21500,14,13,5,54
0,36,28070,14,13,5,54
0,69,35800,14,3,5,54
0,84,39490,14,23,5,54
0,93,20110,14,13,5,54
0,227,32240,14,42,5,54
0,84,38610,14,23,5,54
0,137,38030,14,61,5,54
0,229,34710,14,23,5,54
0,103,20730,14,3,5,54
0,137,38540,14,61,5,54
0,28,38080,14,61,5,54
0,199,29400,22,53,5,35
0,99,35370,22,45,9,35
0,99,34710,22,45,9,35
0,99,34710,22,45,9,35
0,205,26520,2,9,3,16
0,130,25370,20,44,3,48
0,217,22830,10,25,3,48
0,221,35480,11,69,5,48
0,131,27490,5,20,5,48
0,205,28370,2,9,5,48
0,62,6440,14,3,5,45
0,62,6440,14,3,5,45
0,62,6440,14,3,5,45
0,62,6440,14,3,5,45
0,227,38480,14,42,5,45
0,123,19050,14,13,5,45
0,123,19050,14,13,5,45
0,123,19050,14,13,5,45
0,221,34150,11,69,5,21
0,221,31480,11,69,5,21
0,245,36980,14,13,5,25
0,229,37370,14,23,5,25
0,137,21310,14,61,5,25
0,137,37860,14,61,5,25
0,106,23050,14,23,5,25
0,69,38440,14,3,5,25
0,69,38440,14,3,5,25
0,72,35670,14,49,5,25
0,72,38110,14,49,5,25
0,200,32870,14,13,5,25
0,24,26680,14,63,5,25
0,24,26680,14,63,5,25
0,84,20990,14,23,5,25
0,196,21340,14,3,5,25
0,96,21120,14,3,5,25
0,233,30720,14,23,5,25
0,28,35510,14,61,5,25
0,120,39850,14,49,5,25
0,116,33760,14,13,5,25
0,84,38910,14,23,5,25
0,227,34860,14,42,5,25
0,137,39530,14,61,5,25
0,36,36410,14,13,5,25
0,266,21290,14,3,5,25
0,36,39090,14,13,5,25
0,266,21070,14,3,5,25
0,84,21640,14,23,5,25
0,196,19080,17,51,5,33
0,196,16900,17,51,9,33
0,230,32980,16,50,9,33
0,137,21290,14,61,6,39
0,99,24330,1,39,7,20
0,238,35240,10,25,9,33
0,31,35240,10,25,9,33
0,244,35240,10,25,9,33
0,217,35240,10,25,9,33
0,31,35240,10,25,9,33
0,221,33930,11,69,5,33
0,72,20450,14,49,5,45
0,202,29600,14,23,5,45
0,36,28440,14,13,5,45
0,75,16230,14,61,5,45
0,268,33790,14,3,5,45
0,84,22330,14,23,5,45
0,84,38620,14,23,5,45
0,84,38940,14,23,5,45
0,84,20500,14,23,5,45
0,84,36670,14,23,5,45
0,227,20370,14,42,5,45
0,227,39050,14,42,5,45
0,137,21200,14,61,5,45
0,77,21170,14,3,5,45
0,229,39420,14,23,5,45
0,5,32290,14,61,5,45
0,69,38010,14,3,5,25
0,69,38610,14,3,5,25
0,72,37970,14,49,5,25
0,28,36760,14,61,5,25
0,107,37330,14,23,5,25
0,78,15410,14,3,5,25
0,84,21630,14,23,5,25
0,28,34320,14,61,5,25
0,28,34100,14,61,5,25
0,72,20820,14,49,5,25
0,36,33950,14,13,5,25
0,227,33440,14,42,5,25
0,266,21140,14,3,5,25
0,221,23770,11,69,3,21
0,221,22880,11,69,3,21
0,136,25720,4,69,3,21
0,221,25720,11,69,3,21
0,229,28920,23,6,3,21
0,67,35640,7,16,5,21
0,14,34140,18,60,5,21
0,165,34140,18,60,5,21
0,221,34140,11,60,5,21
0,221,26700,11,69,3,21
0,85,34100,9,67,5,21
0,221,24940,11,69,3,21
0,205,21600,2,9,3,46
0,201,36740,14,18,5,12
0,84,21340,14,23,5,12
0,227,36450,14,42,5,12
0,227,21670,14,42,5,12
0,176,39160,14,3,5,12
0,216,23700,3,12,5,19
0,26,23700,3,12,5,19
0,95,33690,3,8,5,19
0,142,19130,7,29,5,33
0,99,24690,1,39,9,20
0,99,21940,1,39,5,20
0,102,21940,1,39,5,20
0,99,29840,1,39,7,20
0,37,20240,1,39,9,20
0,99,26290,1,39,5,20
0,99,33940,22,45,9,35
0,99,33940,22,45,9,35
0,99,33940,22,45,9,35
0,99,31230,22,45,9,35
0,99,34960,22,45,9,35
0,99,33860,22,45,9,35
0,99,34550,22,45,9,35
0,99,34550,22,45,9,35
0,72,36360,14,49,5,57
0,227,21220,14,42,5,57
0,245,25740,14,13,5,57
0,96,21050,14,3,5,57
0,61,16810,14,3,5,57
0,77,12560,14,3,5,57
0,72,36210,14,49,5,57
0,36,38200,14,13,5,57
0,36,33290,14,13,5,57
0,227,36510,14,42,5,57
0,89,30730,14,23,5,57
0,72,21540,14,49,5,57
0,266,21790,14,3,5,57
0,137,39010,14,61,5,57
0,137,20370,14,61,5,57
0,200,18190,14,13,5,50
0,137,32430,14,61,5,50
0,137,38920,14,61,5,50
0,84,21180,14,23,5,50
0,43,21130,14,61,5,50
0,267,33890,14,63,5,50
0,120,37400,14,49,5,50
0,120,37400,14,49,5,50
0,96,21390,14,3,5,50
0,96,21490,14,3,5,50
0,227,39480,14,42,5,50
0,96,21560,14,3,5,50
0,28,36110,14,61,5,50
0,210,39190,14,23,5,50
0,84,21270,14,13,5,50
0,137,37330,14,61,5,50
0,227,35970,14,42,5,50
0,266,21640,14,3,5,50
0,227,38410,14,42,5,50
0,227,39230,14,42,5,50
0,62,35880,14,3,5,50
0,62,35880,14,3,5,50
0,84,38890,14,23,5,50
0,103,12790,14,3,5,50
0,227,39740,14,42,5,50
0,221,35200,11,69,5,33
0,33,19780,18,60,7,33
0,112,36930,22,53,5,34
0,230,25700,16,50,7,33
0,95,7560,3,8,7,33
0,217,31480,10,25,7,33
0,127,29560,3,8,7,33
0,216,29560,3,8,7,33
0,134,14850,18,11,7,33
0,221,33080,11,69,7,33
0,196,18740,17,51,5,21
0,221,24070,11,69,3,21
0,221,34170,11,69,5,21
0,47,34170,17,69,5,21
0,221,25200,11,69,3,21
0,221,34630,11,43,5,21
0,187,34630,7,43,5,21
0,59,34630,7,43,5,21
0,83,11470,7,64,3,21
0,83,11470,7,64,3,21
0,221,24980,11,69,3,21
0,221,24730,11,69,3,21
0,57,24730,4,69,3,21
0,85,27320,9,10,5,21
0,65,27320,8,10,5,21
0,36,38350,14,13,5,45
0,196,21470,14,3,5,45
0,109,21290,14,13,5,45
0,84,38790,14,23,5,45
0,84,39010,14,23,5,45
0,36,39390,14,13,5,45
0,200,38640,14,13,5,45
0,36,39260,14,13,5,45
0,227,20780,14,42,5,45
0,84,39260,14,23,5,45
0,137,39040,14,61,5,45
0,211,38970,14,13,5,45
0,211,38970,14,13,5,45
0,205,21540,2,9,3,16
0,205,21370,2,9,3,16
0,221,26280,11,69,5,21
0,85,33960,9,67,5,21
0,112,25000,22,53,5,1
0,112,36620,22,53,5,1
0,112,36590,22,53,5,1
0,112,32310,22,53,5,1
0,112,33840,22,53,5,1
0,213,18380,5,56,5,1
0,199,30600,22,53,5,1
0,112,34960,22,53,5,1
0,112,32480,22,53,5,1
0,199,34080,22,53,5,1
0,199,34080,22,53,5,1
0,72,36450,14,49,5,45
0,69,38560,14,3,5,45
0,69,38560,14,3,5,45
0,137,21080,14,61,5,45
0,84,39000,14,23,5,45
0,137,20060,14,61,5,45
0,227,34020,14,42,5,45
0,137,37010,14,61,5,45
0,36,37620,14,13,5,45
0,227,37510,14,42,5,45
0,137,36540,14,61,5,45
0,137,21180,14,61,5,45
0,84,36360,14,23,5,45
0,137,39160,14,61,5,45
0,200,22490,14,13,5,45
0,78,21030,14,3,5,45
0,69,39020,14,3,5,45
0,99,33120,22,45,7,35
0,99,33120,22,45,7,35
0,99,33120,22,45,7,35
0,99,33120,22,45,7,35
0,99,33120,22,45,7,35
0,44,39540,14,3,5,54
0,6,31690,14,61,5,54
0,77,31950,14,3,5,54
0,196,39840,14,3,5,54
0,121,35880,14,23,5,54
0,84,37330,14,23,5,54
0,227,37170,14,42,5,54
0,84,19510,14,23,5,54
0,240,21130,14,23,5,54
0,96,20780,14,3,5,54
0,69,21140,14,3,5,54
0,84,21090,14,23,5,54
0,69,21480,14,3,5,54
0,96,21630,14,3,5,54
0,69,38920,14,3,5,54
0,227,39130,14,42,5,54
0,227,17890,14,42,5,54
0,69,36850,14,3,5,54
0,84,18750,14,23,5,54
0,227,19600,14,42,5,54
0,227,37710,14,42,5,54
0,69,38730,14,3,5,54
0,69,38730,14,3,5,54
0,227,39830,14,42,5,54
0,227,39730,14,42,5,54
0,137,38180,14,61,5,54
0,72,38610,14,49,5,54
0,227,39110,14,42,5,54
0,72,32400,14,49,5,54
0,266,20720,14,3,5,54
0,72,39280,14,49,5,54
0,227,0,14,42,6,43
0,99,17370,22,45,9,35
0,99,17370,22,45,9,35
0,99,31420,22,45,9,35
0,99,31420,22,45,9,35
0,99,31420,22,45,9,35
0,13,19500,5,52,9,35
0,13,19500,5,52,9,35
0,13,19500,5,52,9,35
0,99,28850,22,45,9,35
0,99,28850,22,45,9,35
0,99,28850,22,45,9,35
0,99,28850,22,45,9,35
0,99,34610,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,22020,22,45,9,35
0,99,31790,22,45,9,35
0,99,31790,22,45,9,35
0,97,23710,14,8,5,54
0,36,40710,14,13,5,54
0,137,40670,14,61,5,54
0,62,36140,14,3,5,54
0,62,36140,14,3,5,54
0,227,40510,14,42,5,54
0,69,35580,14,3,5,54
0,137,39530,14,61,5,54
0,69,21000,14,3,5,54
0,199,30130,22,53,5,14
0,199,31990,22,53,5,14
0,199,34280,22,53,5,14
0,205,21640,2,9,3,48
0,205,31260,2,9,5,48
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,72,0,14,49,6,44
0,137,0,14,61,6,44
0,72,0,14,49,6,44
0,72,0,14,49,6,44
0,137,0,14,61,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,137,0,14,61,6,44
0,227,0,14,42,6,44
0,227,0,14,42,6,44
0,72,20420,14,49,6,44
