D_CLIENTE,ESTADO,D_EMPRESA_TRANSPORTISTA,TIPOTRANSPORTE,PESO_NETO,CAP_MAXIMA,CIUDAD,PLANTAORIGEN_Pesqueria,TIPO_SERVICIO_LO,TIPO_PERMISO_Despacho,TIPO_PERMISO_Cliente ENVIA,TIPO_PERMISO_Traslado Externo,TIPO_PERMISO_Traslado Externo sin Pesada
162,14,TRANSPORTE49,5,26060,54.0,3,1,1,0,1,0,0
120,14,TRANSPORTE38,7,32730,54.0,49,1,1,0,1,0,0
28,14,TRANSPORTE22,7,35480,54.0,61,1,1,0,0,1,0
150,14,TRANSPORTE53,6,27080,54.0,49,1,1,0,1,0,0
266,14,TRANSPORTE53,6,25070,54.0,3,1,1,0,1,0,0
150,14,TRANSPORTE63,6,26730,54.0,49,1,1,0,1,0,0
78,14,TRANSPORTE53,6,24580,54.0,3,1,1,0,1,0,0
56,5,TRANSPORTE73,5,32570,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE82,5,30390,54.0,41,1,0,0,0,1,0
145,14,TRANSPORTE52,6,33800,54.0,61,1,1,0,0,1,0
15,5,TRANSPORTE74,5,19870,54.0,20,1,0,0,1,0,0
56,5,TRANSPORTE77,5,35790,54.0,41,1,0,0,0,1,0
227,14,TRANSPORTE57,7,32680,54.0,42,1,1,0,0,1,0
266,14,TRANSPORTE63,6,26980,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE61,6,24950,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE63,6,24990,54.0,13,1,1,0,1,0,0
266,14,TRANSPORTE63,6,23270,54.0,3,1,1,0,1,0,0
145,14,TRANSPORTE57,6,26430,54.0,61,1,1,0,0,1,0
84,14,TRANSPORTE63,6,36180,54.0,23,1,1,0,1,0,0
56,5,TRANSPORTE75,5,29510,54.0,41,1,0,0,0,1,0
145,14,TRANSPORTE57,6,33740,54.0,61,1,1,0,0,1,0
28,14,TRANSPORTE59,5,40460,54.0,61,1,1,0,0,1,0
266,14,TRANSPORTE68,5,22520,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE38,7,23930,54.0,3,1,1,0,1,0,0
144,14,TRANSPORTE68,8,40000,54.0,3,1,1,0,0,1,0
120,14,TRANSPORTE68,5,36270,54.0,49,1,1,0,1,0,0
120,14,TRANSPORTE19,5,36860,54.0,49,1,1,0,1,0,0
162,14,TRANSPORTE59,7,27710,54.0,3,1,1,0,1,0,0
196,14,TRANSPORTE53,6,34270,54.0,3,1,1,0,1,0,0
196,14,TRANSPORTE53,6,34600,54.0,3,1,1,0,1,0,0
146,1,TRANSPORTE61,5,32690,54.0,39,1,0,0,1,0,0
150,14,TRANSPORTE53,6,27140,54.0,49,1,1,0,1,0,0
150,14,TRANSPORTE63,6,26580,54.0,49,1,1,0,1,0,0
145,14,TRANSPORTE54,5,19950,54.0,61,1,1,0,0,1,0
78,14,TRANSPORTE63,6,24640,54.0,3,1,1,0,1,0,0
137,14,TRANSPORTE57,6,35490,54.0,61,1,1,0,0,1,0
268,14,TRANSPORTE53,6,36700,54.0,3,1,1,0,1,0,0
78,14,TRANSPORTE61,6,24560,54.0,3,1,1,0,1,0,0
143,14,TRANSPORTE63,6,19770,54.0,61,1,1,0,1,0,0
107,17,TRANSPORTE8,5,35720,54.0,51,1,0,0,1,0,0
260,14,TRANSPORTE68,5,14800,54.0,61,1,1,0,1,0,0
107,8,TRANSPORTE8,5,32740,54.0,35,1,0,0,1,0,0
227,14,TRANSPORTE52,6,22760,54.0,42,1,1,0,0,1,0
266,14,TRANSPORTE70,5,22540,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE63,6,22550,54.0,3,1,1,0,1,0,0
151,14,TRANSPORTE38,5,19800,54.0,3,1,1,0,0,1,0
266,14,TRANSPORTE53,6,22610,54.0,3,1,1,0,1,0,0
201,14,TRANSPORTE68,5,38690,54.0,18,1,1,0,0,1,0
268,14,TRANSPORTE38,5,34860,54.0,3,1,1,0,1,0,0
28,14,TRANSPORTE54,5,28300,54.0,61,1,1,0,0,1,0
227,14,TRANSPORTE52,6,22820,54.0,42,1,1,0,0,1,0
266,14,TRANSPORTE53,6,22560,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE49,5,21560,54.0,13,1,1,0,1,0,0
227,14,TRANSPORTE54,6,20640,54.0,42,1,1,0,0,1,0
109,14,TRANSPORTE19,5,24900,54.0,13,1,1,0,1,0,0
84,14,TRANSPORTE68,5,35760,54.0,23,1,1,0,1,0,0
84,14,TRANSPORTE59,5,32230,54.0,23,1,1,0,1,0,0
266,14,TRANSPORTE53,6,22550,54.0,3,1,1,0,1,0,0
150,14,TRANSPORTE53,6,27140,54.0,49,1,1,0,1,0,0
109,14,TRANSPORTE53,6,24590,54.0,13,1,1,0,1,0,0
109,14,TRANSPORTE53,6,24610,54.0,13,1,1,0,1,0,0
78,14,TRANSPORTE53,6,20600,54.0,3,1,1,0,1,0,0
173,18,TRANSPORTE63,5,32940,54.0,60,1,0,0,1,0,0
268,14,TRANSPORTE63,6,23040,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE53,6,26830,54.0,13,1,1,0,1,0,0
145,14,TRANSPORTE38,5,33630,54.0,61,1,1,0,0,1,0
266,14,TRANSPORTE53,6,22470,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE53,6,22650,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE53,6,19340,54.0,13,1,1,0,1,0,0
268,14,TRANSPORTE70,5,22990,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE59,7,24480,54.0,13,1,1,0,1,0,0
109,14,TRANSPORTE38,5,24630,54.0,13,1,1,0,1,0,0
227,14,TRANSPORTE54,5,22680,54.0,42,1,1,0,0,1,0
266,14,TRANSPORTE38,5,22780,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE63,6,27050,54.0,3,1,1,0,1,0,0
268,14,TRANSPORTE53,6,23080,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE57,6,23730,54.0,42,1,1,0,0,1,0
143,14,TRANSPORTE53,6,39380,54.0,61,1,1,0,1,0,0
268,14,TRANSPORTE19,5,22920,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE66,6,23000,54.0,42,1,1,0,0,1,0
201,14,TRANSPORTE22,5,35340,54.0,18,1,1,0,0,1,0
142,7,TRANSPORTE46,5,35130,54.0,29,1,0,0,1,0,0
84,14,TRANSPORTE53,6,35940,54.0,23,1,1,0,1,0,0
227,14,TRANSPORTE57,8,39700,54.0,42,1,1,0,0,1,0
268,14,TRANSPORTE53,6,22450,54.0,3,1,1,0,1,0,0
163,14,TRANSPORTE38,7,24580,54.0,3,1,1,0,0,1,0
196,14,TRANSPORTE38,7,40340,54.0,3,1,1,0,1,0,0
260,14,TRANSPORTE68,8,7320,54.0,61,1,1,0,1,0,0
137,14,TRANSPORTE52,11,40800,54.0,61,1,1,0,0,1,0
201,14,TRANSPORTE56,11,35230,54.0,18,1,1,0,0,1,0
260,14,TRANSPORTE53,6,29950,54.0,61,1,1,0,1,0,0
201,14,TRANSPORTE52,11,34660,54.0,18,1,1,0,0,1,0
260,14,TRANSPORTE53,6,29960,54.0,61,1,1,0,1,0,0
260,14,TRANSPORTE53,6,29710,54.0,61,1,1,0,1,0,0
168,14,TRANSPORTE63,6,29990,54.0,3,1,1,0,0,1,0
266,14,TRANSPORTE19,5,23520,54.0,3,1,1,0,1,0,0
168,14,TRANSPORTE63,6,30640,54.0,3,1,1,0,0,1,0
109,14,TRANSPORTE45,5,24940,54.0,13,1,1,0,1,0,0
133,5,TRANSPORTE79,5,24380,54.0,7,1,0,0,1,0,0
236,18,TRANSPORTE63,9,34310,54.0,60,1,0,0,0,1,0
268,14,TRANSPORTE22,5,20750,54.0,3,1,1,0,1,0,0
137,14,TRANSPORTE57,6,37420,54.0,61,1,1,0,0,1,0
268,14,TRANSPORTE16,5,22960,54.0,3,1,1,0,1,0,0
268,14,TRANSPORTE16,5,25440,54.0,3,1,1,0,1,0,0
260,14,TRANSPORTE53,6,29790,54.0,61,1,1,0,1,0,0
107,14,TRANSPORTE38,5,30050,54.0,23,1,1,0,1,0,0
201,14,TRANSPORTE52,6,30200,54.0,18,1,1,0,0,1,0
268,14,TRANSPORTE19,5,34750,54.0,3,1,1,0,1,0,0
109,14,TRANSPORTE53,6,22400,54.0,13,1,1,0,1,0,0
120,3,TRANSPORTE8,5,31910,54.0,8,1,0,0,1,0,0
201,14,TRANSPORTE52,6,35310,54.0,18,1,1,0,0,1,0
227,14,TRANSPORTE52,6,22840,54.0,42,1,1,0,0,1,0
260,14,TRANSPORTE53,6,27770,54.0,61,1,1,0,1,0,0
84,14,TRANSPORTE63,6,34790,54.0,23,1,1,0,1,0,0
260,14,TRANSPORTE53,6,29760,54.0,61,1,1,0,1,0,0
109,14,TRANSPORTE53,6,21790,54.0,13,1,1,0,1,0,0
174,17,TRANSPORTE63,5,31010,54.0,51,1,0,1,0,0,0
150,14,TRANSPORTE7,6,27350,54.0,49,1,1,0,1,0,0
201,14,TRANSPORTE22,5,34020,54.0,18,1,1,0,0,1,0
109,14,TRANSPORTE68,5,21810,54.0,13,1,1,0,1,0,0
227,14,TRANSPORTE7,6,33600,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE22,5,32970,54.0,42,1,1,0,0,1,0
109,14,TRANSPORTE63,6,20140,54.0,13,1,1,0,1,0,0
207,14,TRANSPORTE63,6,22720,54.0,13,1,1,0,1,0,0
28,14,TRANSPORTE68,8,34330,54.0,61,1,1,0,0,1,0
207,14,TRANSPORTE53,6,22710,54.0,13,1,1,0,1,0,0
207,14,TRANSPORTE63,6,22830,54.0,13,1,1,0,1,0,0
227,14,TRANSPORTE56,8,35320,54.0,42,1,1,0,0,1,0
196,14,TRANSPORTE68,5,19320,54.0,3,1,1,0,1,0,0
145,14,TRANSPORTE57,6,23650,54.0,61,1,1,0,0,1,0
270,8,TRANSPORTE63,5,28440,54.0,58,1,0,0,1,0,0
207,14,TRANSPORTE63,6,22360,54.0,13,1,1,0,1,0,0
207,14,TRANSPORTE63,6,20400,54.0,13,1,1,0,1,0,0
268,14,TRANSPORTE68,5,32550,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE57,6,38680,54.0,42,1,1,0,0,1,0
207,14,TRANSPORTE63,6,22300,54.0,13,1,1,0,1,0,0
207,14,TRANSPORTE63,6,20350,54.0,13,1,1,0,1,0,0
227,14,TRANSPORTE66,6,21570,54.0,42,1,1,0,0,1,0
207,14,TRANSPORTE53,6,22710,54.0,13,1,1,0,1,0,0
69,14,TRANSPORTE63,6,26050,54.0,3,1,1,0,1,0,0
69,14,TRANSPORTE53,6,24190,54.0,3,1,1,0,1,0,0
168,14,TRANSPORTE53,6,28030,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE63,6,23820,54.0,42,1,1,0,0,1,0
146,1,TRANSPORTE8,5,33410,54.0,39,1,0,0,1,0,0
236,18,TRANSPORTE63,5,37150,54.0,60,1,0,0,0,1,0
28,14,TRANSPORTE19,5,19210,54.0,61,1,1,0,0,1,0
146,1,TRANSPORTE8,5,30560,54.0,39,1,0,0,1,0,0
151,14,TRANSPORTE16,5,30630,51.0,3,1,1,0,0,1,0
151,14,TRANSPORTE16,5,29660,54.0,3,1,1,0,0,1,0
150,14,TRANSPORTE53,6,27250,54.0,49,1,1,0,1,0,0
268,14,TRANSPORTE53,6,33290,54.0,3,1,1,0,1,0,0
28,14,TRANSPORTE52,11,21230,54.0,61,1,1,0,0,1,0
204,14,TRANSPORTE70,5,28500,54.0,3,1,1,0,0,1,0
204,14,TRANSPORTE70,5,28130,54.0,3,1,1,0,0,1,0
28,14,TRANSPORTE70,5,18780,54.0,61,1,1,0,0,1,0
28,14,TRANSPORTE70,4,21170,48.0,61,1,1,0,0,1,0
145,14,TRANSPORTE53,6,22200,54.0,61,1,1,0,0,1,0
268,14,TRANSPORTE68,5,38950,54.0,3,1,1,0,1,0,0
84,14,TRANSPORTE68,7,36590,54.0,23,1,1,0,1,0,0
227,14,TRANSPORTE53,6,23540,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE54,5,33520,54.0,42,1,1,0,0,1,0
268,14,TRANSPORTE62,5,33600,54.0,3,1,1,0,1,0,0
137,14,TRANSPORTE53,6,19760,54.0,61,1,1,0,0,1,0
268,14,TRANSPORTE22,5,32930,54.0,3,1,1,0,1,0,0
137,14,TRANSPORTE53,6,38710,54.0,61,1,1,0,0,1,0
227,14,TRANSPORTE53,6,23960,54.0,42,1,1,0,0,1,0
91,22,TRANSPORTE75,5,30520,54.0,1,1,0,0,0,1,0
227,14,TRANSPORTE54,5,35680,54.0,42,1,1,0,0,1,0
147,22,TRANSPORTE9,3,22500,46.5,1,1,0,0,1,0,0
268,14,TRANSPORTE53,6,33490,54.0,3,1,1,0,1,0,0
270,8,TRANSPORTE63,9,28270,54.0,58,1,0,0,1,0,0
163,14,TRANSPORTE53,6,24680,54.0,3,1,1,0,0,1,0
111,14,TRANSPORTE63,6,30180,54.0,23,1,1,0,0,1,0
163,14,TRANSPORTE63,6,24590,54.0,3,1,1,0,0,1,0
145,14,TRANSPORTE38,5,37800,54.0,61,1,1,0,0,1,0
268,14,TRANSPORTE53,6,33430,54.0,3,1,1,0,1,0,0
268,14,TRANSPORTE63,6,33350,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE66,6,36460,54.0,42,1,1,0,0,1,0
144,14,TRANSPORTE22,7,19460,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE66,6,32980,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE54,6,34470,54.0,42,1,1,0,0,1,0
84,14,TRANSPORTE63,6,36250,54.0,23,1,1,0,1,0,0
227,14,TRANSPORTE57,6,38690,54.0,42,1,1,0,0,1,0
28,14,TRANSPORTE38,7,34800,54.0,61,1,1,0,0,1,0
163,14,TRANSPORTE53,6,24230,54.0,3,1,1,0,0,1,0
163,14,TRANSPORTE53,6,22350,54.0,3,1,1,0,0,1,0
204,14,TRANSPORTE38,5,33750,54.0,3,1,1,0,0,1,0
84,14,TRANSPORTE59,7,39090,54.0,23,1,1,0,1,0,0
163,14,TRANSPORTE63,6,24430,54.0,3,1,1,0,0,1,0
151,14,TRANSPORTE59,5,38540,54.0,3,1,1,0,0,1,0
163,14,TRANSPORTE53,6,24380,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE54,5,22620,54.0,42,1,1,0,0,1,0
268,14,TRANSPORTE53,6,36390,54.0,3,1,1,0,1,0,0
207,14,TRANSPORTE53,6,20630,54.0,13,1,1,0,1,0,0
151,14,TRANSPORTE59,5,38290,54.0,3,1,1,0,0,1,0
107,14,TRANSPORTE68,5,30120,54.0,23,1,1,0,1,0,0
145,14,TRANSPORTE57,6,22230,54.0,61,1,1,0,0,1,0
227,14,TRANSPORTE54,5,36070,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE54,5,35260,54.0,42,1,1,0,0,1,0
204,14,TRANSPORTE54,5,35290,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE53,6,30150,54.0,49,1,1,0,0,1,0
204,14,TRANSPORTE54,5,33870,54.0,3,1,1,0,0,1,0
28,14,TRANSPORTE38,5,34360,54.0,61,1,1,0,0,1,0
157,14,TRANSPORTE7,6,30220,54.0,49,1,1,0,0,1,0
204,14,TRANSPORTE19,5,28280,54.0,3,1,1,0,0,1,0
147,22,TRANSPORTE75,5,25170,54.0,1,1,0,0,1,0,0
28,14,TRANSPORTE19,5,26800,54.0,61,1,1,0,0,1,0
204,14,TRANSPORTE49,5,28700,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE53,6,30620,54.0,49,1,1,0,0,1,0
260,14,TRANSPORTE38,5,17140,54.0,61,1,1,0,1,0,0
227,14,TRANSPORTE53,6,22690,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE59,5,34740,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,24300,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,31810,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,24230,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE52,6,22080,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE52,6,35240,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,37620,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31260,54.0,49,1,1,0,0,1,0
204,14,TRANSPORTE49,5,28230,54.0,3,1,1,0,0,1,0
152,14,TRANSPORTE54,5,27730,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE53,6,25840,54.0,49,1,1,0,0,1,0
227,14,TRANSPORTE53,6,39180,54.0,42,1,1,0,0,1,0
151,14,TRANSPORTE35,5,25490,54.0,3,1,1,0,0,1,0
204,14,TRANSPORTE54,5,30090,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE63,6,31110,54.0,49,1,1,0,0,1,0
18,5,TRANSPORTE66,6,23490,54.0,7,1,0,0,1,0,0
157,14,TRANSPORTE53,6,30530,54.0,49,1,1,0,0,1,0
227,14,TRANSPORTE53,6,32430,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,37530,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE53,6,23020,54.0,42,1,1,0,0,1,0
145,14,TRANSPORTE53,6,21750,54.0,61,1,1,0,0,1,0
145,14,TRANSPORTE53,6,22230,54.0,61,1,1,0,0,1,0
145,14,TRANSPORTE63,6,20310,54.0,61,1,1,0,0,1,0
227,14,TRANSPORTE53,6,34020,54.0,42,1,1,0,0,1,0
204,14,TRANSPORTE59,7,29030,54.0,3,1,1,0,0,1,0
28,14,TRANSPORTE59,5,21240,54.0,61,1,1,0,0,1,0
28,14,TRANSPORTE19,5,33490,54.0,61,1,1,0,0,1,0
99,1,TRANSPORTE31,9,29010,54.0,39,1,0,0,1,0,0
227,14,TRANSPORTE42,5,32560,54.0,42,1,1,0,0,1,0
99,1,TRANSPORTE31,9,26960,54.0,39,1,0,0,1,0,0
227,14,TRANSPORTE57,6,38590,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31550,54.0,49,1,1,0,0,1,0
91,22,TRANSPORTE75,5,29070,54.0,1,1,0,0,0,1,0
157,14,TRANSPORTE70,5,22470,54.0,49,1,1,0,0,1,0
227,14,TRANSPORTE57,5,31560,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE52,11,38560,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31460,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE63,6,31300,54.0,49,1,1,0,0,1,0
174,17,TRANSPORTE46,5,30650,54.0,51,1,0,1,0,0,0
204,14,TRANSPORTE54,5,33980,54.0,3,1,1,0,0,1,0
204,14,TRANSPORTE19,5,34340,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31020,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31260,54.0,49,1,1,0,0,1,0
227,14,TRANSPORTE57,6,35690,54.0,42,1,1,0,0,1,0
145,14,TRANSPORTE66,6,21740,54.0,61,1,1,0,0,1,0
28,14,TRANSPORTE49,5,38400,54.0,61,1,1,0,0,1,0
147,22,TRANSPORTE75,5,22700,54.0,1,1,0,0,1,0,0
260,14,TRANSPORTE59,7,12690,54.0,61,1,1,0,1,0,0
227,14,TRANSPORTE57,7,32490,54.0,42,1,1,0,0,1,0
145,14,TRANSPORTE53,6,23780,54.0,61,1,1,0,0,1,0
227,14,TRANSPORTE38,5,32750,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE38,5,32520,54.0,42,1,1,0,0,1,0
260,14,TRANSPORTE38,5,15260,54.0,61,1,1,0,1,0,0
28,14,TRANSPORTE52,11,40410,54.0,61,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31290,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31310,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE61,6,30970,54.0,49,1,1,0,0,1,0
28,14,TRANSPORTE52,11,33630,54.0,61,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31680,54.0,49,1,1,0,0,1,0
204,14,TRANSPORTE68,7,29550,54.0,3,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31050,54.0,49,1,1,0,0,1,0
151,14,TRANSPORTE22,5,30530,54.0,3,1,1,0,0,1,0
204,14,TRANSPORTE59,5,27470,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE68,5,22810,54.0,42,1,1,0,0,1,0
30,14,TRANSPORTE38,5,35190,54.0,3,1,1,0,1,0,0
137,14,TRANSPORTE66,6,21420,54.0,61,1,1,0,0,1,0
30,14,TRANSPORTE38,5,33510,54.0,3,1,1,0,1,0,0
204,14,TRANSPORTE56,11,33090,54.0,3,1,1,0,0,1,0
30,14,TRANSPORTE38,5,36540,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE19,5,32770,54.0,42,1,1,0,0,1,0
145,14,TRANSPORTE38,5,32590,54.0,61,1,1,0,0,1,0
99,1,TRANSPORTE26,5,28520,54.0,39,1,0,0,1,0,0
99,1,TRANSPORTE61,5,28950,54.0,39,1,0,0,1,0,0
137,14,TRANSPORTE38,5,38200,54.0,61,1,1,0,0,1,0
147,22,TRANSPORTE75,5,21990,54.0,1,1,0,0,1,0,0
69,14,TRANSPORTE61,6,30850,54.0,3,1,1,0,1,0,0
227,14,TRANSPORTE47,5,37990,54.0,42,1,1,0,0,1,0
56,5,TRANSPORTE82,5,37000,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE83,5,36500,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE77,5,27780,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE78,9,34580,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE78,5,36620,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE76,5,36160,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE77,7,26920,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE78,5,29770,54.0,41,1,0,0,0,1,0
56,5,TRANSPORTE82,5,28070,54.0,41,1,0,0,0,1,0
157,14,TRANSPORTE54,6,31120,54.0,49,1,1,0,0,1,0
99,1,TRANSPORTE8,5,28840,54.0,39,1,0,0,1,0,0
227,14,TRANSPORTE57,8,40550,54.0,42,1,1,0,0,1,0
56,5,TRANSPORTE77,5,34080,54.0,41,1,0,0,0,1,0
145,14,TRANSPORTE52,6,23430,54.0,61,1,1,0,0,1,0
157,14,TRANSPORTE63,6,30970,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE52,11,23790,54.0,49,1,1,0,0,1,0
99,1,TRANSPORTE61,5,34330,54.0,39,1,0,0,1,0,0
157,14,TRANSPORTE53,6,26930,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE61,6,31020,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE66,6,22130,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE53,6,36330,54.0,49,1,1,0,0,1,0
145,14,TRANSPORTE57,6,37900,54.0,61,1,1,0,0,1,0
69,14,TRANSPORTE63,6,30590,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE53,6,23100,54.0,3,1,1,0,1,0,0
268,14,TRANSPORTE38,5,36220,54.0,3,1,1,0,1,0,0
157,14,TRANSPORTE53,6,30900,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE63,6,30790,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE63,6,30870,54.0,49,1,1,0,0,1,0
266,14,TRANSPORTE68,7,24130,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE53,6,22860,54.0,3,1,1,0,1,0,0
157,14,TRANSPORTE52,6,29690,54.0,49,1,1,0,0,1,0
268,14,TRANSPORTE53,6,33280,54.0,3,1,1,0,1,0,0
157,14,TRANSPORTE70,5,33060,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE53,6,35930,54.0,49,1,1,0,0,1,0
153,14,TRANSPORTE52,6,25660,54.0,61,1,1,0,0,1,0
78,14,TRANSPORTE53,6,24300,54.0,3,1,1,0,1,0,0
204,14,TRANSPORTE54,5,26580,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE54,5,28080,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,26200,54.0,49,1,1,0,0,1,0
201,14,TRANSPORTE53,6,24700,54.0,18,1,1,0,0,1,0
99,1,TRANSPORTE61,5,28780,54.0,39,1,0,0,1,0,0
140,14,TRANSPORTE63,6,27930,54.0,3,1,1,0,0,1,0
207,14,TRANSPORTE63,6,22390,54.0,13,1,1,0,1,0,0
78,14,TRANSPORTE53,6,20620,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE53,6,23820,54.0,3,1,1,0,1,0,0
266,14,TRANSPORTE53,6,24950,54.0,3,1,1,0,1,0,0
207,14,TRANSPORTE53,6,20090,54.0,13,1,1,0,1,0,0
111,14,TRANSPORTE53,6,37700,54.0,23,1,1,0,0,1,0
145,14,TRANSPORTE53,6,21660,54.0,61,1,1,0,0,1,0
201,14,TRANSPORTE54,6,24090,54.0,18,1,1,0,0,1,0
145,14,TRANSPORTE57,6,32520,54.0,61,1,1,0,0,1,0
146,1,TRANSPORTE61,5,31950,54.0,39,1,0,0,1,0,0
260,14,TRANSPORTE38,5,8780,54.0,61,1,1,0,1,0,0
157,14,TRANSPORTE53,6,33170,54.0,49,1,1,0,0,1,0
157,14,TRANSPORTE61,6,33660,54.0,49,1,1,0,0,1,0
227,14,TRANSPORTE53,6,20640,54.0,42,1,1,0,0,1,0
227,14,TRANSPORTE63,6,22730,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE54,6,30860,54.0,49,1,1,0,0,1,0
120,14,TRANSPORTE70,5,38580,54.0,49,1,1,0,1,0,0
227,14,TRANSPORTE53,6,21170,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31110,54.0,49,1,1,0,0,1,0
268,14,TRANSPORTE68,5,39410,54.0,3,1,1,0,1,0,0
260,14,TRANSPORTE68,8,20320,54.0,61,1,1,0,1,0,0
151,14,TRANSPORTE68,5,32060,54.0,3,1,1,0,0,1,0
151,14,TRANSPORTE68,5,39850,54.0,3,1,1,0,0,1,0
227,14,TRANSPORTE57,7,24140,54.0,42,1,1,0,0,1,0
28,14,TRANSPORTE43,3,19320,46.5,61,1,1,0,0,1,0
260,14,TRANSPORTE68,5,13780,54.0,61,1,1,0,1,0,0
227,14,TRANSPORTE57,6,23560,54.0,42,1,1,0,0,1,0
157,14,TRANSPORTE53,6,31120,54.0,49,1,1,0,0,1,0
268,14,TRANSPORTE22,5,39310,54.0,3,1,1,0,1,0,0
268,14,TRANSPORTE22,5,37710,54.0,3,1,1,0,1,0,0
111,14,TRANSPORTE63,6,23140,54.0,23,1,1,0,0,1,0
268,14,TRANSPORTE43,5,36130,54.0,3,1,1,0,1,0,0
140,14,TRANSPORTE53,6,26130,54.0,3,1,1,0,0,1,0
140,14,TRANSPORTE19,5,24570,54.0,3,1,1,0,0,1,0
144,14,TRANSPORTE53,6,19290,54.0,3,1,1,0,0,1,0
268,14,TRANSPORTE68,8,37450,54.0,3,1,1,0,1,0,0
157,14,TRANSPORTE61,6,36180,54.0,49,1,1,0,0,1,0
201,14,TRANSPORTE52,11,31540,54.0,18,1,1,0,0,1,0
268,14,TRANSPORTE68,5,23050,54.0,3,1,1,0,1,0,0
6,14,TRANSPORTE70,4,30440,48.0,61,1,1,0,1,0,0
150,14,TRANSPORTE53,6,27140,54.0,49,1,1,0,1,0,0
260,14,TRANSPORTE68,5,16580,54.0,61,1,1,0,1,0,0
157,14,TRANSPORTE52,6,32260,54.0,49,1,1,0,0,1,0
