D_CLIENTE,ESTADO,D_EMPRESA_TRANSPORTISTA,TIPOTRANSPORTE,PESO_NETO,CAP_MAXIMA,CIUDAD,PLANTAORIGEN_Pesqueria,TIPO_SERVICIO_LO,TIPO_PERMISO_Despacho,TIPO_PERMISO_Cliente ENVIA,TIPO_PERMISO_Traslado Externo,TIPO_PERMISO_Traslado Externo sin Pesada
196,14,TRANSPORTE63,6,19430,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE63,6,21680,54.0,3,0,1,0,1,0,0
217,10,TRANSPORTE46,9,27840,54.0,25,0,0,0,0,1,0
29,7,TRANSPORTE46,5,10650,54.0,15,0,0,0,1,0,0
142,7,TRANSPORTE46,5,14050,54.0,29,0,0,0,1,0,0
109,7,TRANSPORTE46,7,26190,54.0,15,0,0,0,1,0,0
221,11,TRANSPORTE46,5,31750,54.0,69,0,0,0,0,1,0
33,18,TRANSPORTE46,5,19790,54.0,60,0,0,0,1,0,0
67,7,TRANSPORTE46,5,27900,54.0,16,0,0,0,1,0,0
227,14,TRANSPORTE44,5,38940,54.0,42,0,1,0,0,1,0
41,14,TRANSPORTE44,5,26450,54.0,55,0,1,0,1,0,0
41,14,TRANSPORTE44,5,26450,54.0,55,0,1,0,1,0,0
41,14,TRANSPORTE44,5,26450,54.0,55,0,1,0,1,0,0
41,14,TRANSPORTE44,5,26450,54.0,55,0,1,0,1,0,0
227,14,TRANSPORTE44,5,35010,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE44,5,33040,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE44,5,36940,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE44,5,33080,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE44,5,39750,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE59,7,37030,54.0,49,0,1,0,0,1,0
36,14,TRANSPORTE59,7,30490,54.0,13,0,1,0,0,1,0
196,14,TRANSPORTE59,7,39030,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,7,39600,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,7,21320,54.0,61,0,1,0,0,1,0
96,14,TRANSPORTE59,7,21650,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE59,7,39810,54.0,13,0,1,0,0,1,0
61,14,TRANSPORTE59,7,19950,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,7,36440,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE59,7,39880,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE59,7,39820,54.0,42,0,1,0,0,1,0
205,2,TRANSPORTE38,3,21130,46.5,9,0,0,0,0,1,0
205,2,TRANSPORTE38,3,21660,46.5,9,0,0,0,0,1,0
50,1,TRANSPORTE38,5,19420,54.0,68,0,0,0,1,0,0
4,13,TRANSPORTE8,5,21260,54.0,33,0,0,0,1,0,0
69,14,TRANSPORTE59,7,39000,54.0,3,0,1,0,1,0,0
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
137,14,TRANSPORTE57,6,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE47,5,36310,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE47,5,32070,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE70,7,36010,54.0,42,0,1,0,0,1,0
120,14,TRANSPORTE70,7,37970,54.0,26,0,1,0,1,0,0
120,14,TRANSPORTE70,7,37970,54.0,26,0,1,0,1,0,0
72,14,TRANSPORTE70,7,36120,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE70,7,39110,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE70,7,39030,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE70,7,20870,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE70,5,38260,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE16,5,39280,54.0,23,0,1,0,1,0,0
176,14,TRANSPORTE16,5,19280,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE16,5,34920,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE16,5,39200,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE16,5,39200,54.0,3,0,1,0,1,0,0
103,14,TRANSPORTE16,5,20650,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE16,5,24040,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE16,5,39240,54.0,23,0,1,0,1,0,0
268,14,TRANSPORTE16,5,35280,54.0,3,0,1,0,0,1,0
201,14,TRANSPORTE16,5,21420,54.0,18,0,1,0,0,1,0
72,14,TRANSPORTE16,5,35700,54.0,49,0,1,0,0,1,0
266,14,TRANSPORTE16,5,21440,54.0,3,0,1,0,1,0,0
72,14,TRANSPORTE16,5,12590,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE16,5,21060,54.0,42,0,1,0,0,1,0
245,14,TRANSPORTE16,5,19500,54.0,13,0,1,0,0,1,0
69,14,TRANSPORTE16,5,38330,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE16,5,38330,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE16,5,37770,54.0,23,0,1,0,1,0,0
202,14,TRANSPORTE16,5,37130,54.0,23,0,1,0,0,1,0
49,14,TRANSPORTE16,5,6500,54.0,26,0,1,0,1,0,0
137,14,TRANSPORTE16,5,39480,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE16,5,20640,54.0,61,0,1,0,0,1,0
266,14,TRANSPORTE16,5,20930,54.0,3,0,1,0,1,0,0
106,14,TRANSPORTE16,5,18980,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE38,5,39420,54.0,61,0,1,0,0,1,0
72,14,TRANSPORTE38,5,38010,54.0,49,0,1,0,0,1,0
84,14,TRANSPORTE38,5,21240,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE38,5,37340,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,37560,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,39120,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,39890,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE38,5,38400,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE38,5,21160,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE38,5,38150,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE38,5,39060,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE38,5,34380,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE38,4,39720,54.0,61,0,1,0,0,1,0
84,14,TRANSPORTE38,5,21770,54.0,13,0,1,0,1,0,0
116,14,TRANSPORTE38,5,27590,54.0,13,0,1,0,1,0,0
117,14,TRANSPORTE38,5,27590,54.0,13,0,1,0,1,0,0
266,14,TRANSPORTE20,5,21200,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE20,5,37710,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE20,5,21600,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE20,5,34080,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE20,5,35500,54.0,3,0,1,0,1,0,0
72,14,TRANSPORTE20,5,35810,54.0,49,0,1,0,0,1,0
96,14,TRANSPORTE20,5,21380,54.0,3,0,1,0,1,0,0
28,14,TRANSPORTE20,5,31210,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE20,5,34130,54.0,13,0,1,0,0,1,0
137,14,TRANSPORTE20,5,21180,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE20,5,37030,54.0,13,0,1,0,0,1,0
141,14,TRANSPORTE20,5,20770,54.0,61,0,1,0,1,0,0
109,14,TRANSPORTE3,5,19140,54.0,13,0,1,0,1,0,0
227,14,TRANSPORTE3,5,34940,54.0,42,0,1,0,0,1,0
121,14,TRANSPORTE3,5,16730,54.0,3,0,1,0,1,0,0
124,14,TRANSPORTE16,5,31290,54.0,13,0,1,0,1,0,0
123,14,TRANSPORTE16,5,31290,54.0,13,0,1,0,1,0,0
36,14,TRANSPORTE16,5,30460,54.0,13,0,1,0,0,1,0
124,14,TRANSPORTE16,5,29450,54.0,13,0,1,0,1,0,0
123,14,TRANSPORTE16,5,30370,54.0,13,0,1,0,1,0,0
137,14,TRANSPORTE14,5,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE14,5,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE14,5,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE14,5,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE68,7,38430,54.0,49,0,1,0,0,1,0
137,14,TRANSPORTE68,7,38400,54.0,61,0,1,0,0,1,0
96,14,TRANSPORTE68,7,21180,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,7,28260,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE68,7,39440,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE68,7,31380,54.0,42,0,1,0,0,1,0
81,18,TRANSPORTE55,7,18780,54.0,60,0,0,0,1,0,0
250,8,TRANSPORTE55,7,29940,54.0,58,0,0,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,16460,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE59,5,39390,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE59,5,38580,54.0,61,0,1,0,0,1,0
44,14,TRANSPORTE59,5,39560,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE59,5,38950,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE59,5,29540,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,5,39090,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,36040,54.0,42,0,1,0,0,1,0
0,14,TRANSPORTE59,5,14660,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,5,20410,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,28560,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,39150,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,5,34410,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,5,36290,54.0,42,0,1,0,0,1,0
245,14,TRANSPORTE45,5,14920,54.0,13,0,1,0,0,1,0
266,14,TRANSPORTE45,5,20890,54.0,3,0,1,0,1,0,0
72,14,TRANSPORTE45,5,29490,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE45,5,37010,54.0,42,0,1,0,0,1,0
196,14,TRANSPORTE45,5,21620,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE45,5,32840,54.0,13,0,1,0,0,1,0
69,14,TRANSPORTE45,5,35460,54.0,3,0,1,0,1,0,0
201,14,TRANSPORTE45,5,32950,54.0,18,0,1,0,0,1,0
96,14,TRANSPORTE45,5,21370,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE45,5,21300,54.0,23,0,1,0,1,0,0
43,14,TRANSPORTE45,5,21090,54.0,61,0,1,0,1,0,0
61,14,TRANSPORTE45,5,35720,54.0,3,0,1,0,1,0,0
61,14,TRANSPORTE45,5,35720,54.0,3,0,1,0,1,0,0
202,14,TRANSPORTE45,5,31870,54.0,23,0,1,0,0,1,0
84,14,TRANSPORTE45,5,33990,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE45,5,21560,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE45,5,30980,54.0,13,0,1,0,0,1,0
215,14,TRANSPORTE38,5,29560,54.0,23,0,1,0,1,0,0
215,14,TRANSPORTE38,5,29560,54.0,23,0,1,0,1,0,0
215,14,TRANSPORTE38,5,29560,54.0,23,0,1,0,1,0,0
215,14,TRANSPORTE38,5,29560,54.0,23,0,1,0,1,0,0
32,14,TRANSPORTE38,5,11130,54.0,63,0,1,0,1,0,0
32,14,TRANSPORTE38,5,11130,54.0,63,0,1,0,1,0,0
273,14,TRANSPORTE38,5,39790,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE38,5,40060,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE38,5,39210,54.0,61,0,1,0,0,1,0
43,14,TRANSPORTE38,5,20690,54.0,61,0,1,0,1,0,0
84,14,TRANSPORTE38,5,38980,54.0,23,0,1,0,1,0,0
43,14,TRANSPORTE38,5,39620,54.0,61,0,1,0,1,0,0
229,14,TRANSPORTE38,5,34010,54.0,23,0,1,0,1,0,0
84,14,TRANSPORTE38,5,21370,54.0,23,0,1,0,1,0,0
196,14,TRANSPORTE38,5,40540,54.0,3,0,1,0,1,0,0
266,14,TRANSPORTE38,5,19050,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE38,5,25100,54.0,42,0,1,0,0,1,0
89,14,TRANSPORTE38,5,23980,54.0,23,0,1,0,0,1,0
84,14,TRANSPORTE38,5,37530,54.0,23,0,1,0,1,0,0
57,14,TRANSPORTE38,5,30450,54.0,61,0,1,0,1,0,0
123,14,TRANSPORTE38,5,36540,54.0,13,0,1,0,1,0,0
69,14,TRANSPORTE38,5,39150,54.0,3,0,1,0,1,0,0
245,14,TRANSPORTE68,5,20350,51.0,13,0,1,0,0,1,0
200,14,TRANSPORTE68,5,36390,51.0,13,0,1,0,0,1,0
28,14,TRANSPORTE68,5,29180,51.0,61,0,1,0,0,1,0
266,14,TRANSPORTE68,5,20740,51.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,35520,51.0,42,0,1,0,0,1,0
124,14,TRANSPORTE68,5,22340,51.0,23,0,1,0,1,0,0
36,14,TRANSPORTE68,5,31920,51.0,13,0,1,0,0,1,0
137,14,TRANSPORTE68,5,21060,51.0,61,0,1,0,0,1,0
28,14,TRANSPORTE68,5,34610,51.0,61,0,1,0,0,1,0
72,14,TRANSPORTE68,5,35750,51.0,49,0,1,0,0,1,0
69,14,TRANSPORTE68,5,35170,51.0,3,0,1,0,1,0,0
116,14,TRANSPORTE68,5,22650,51.0,13,0,1,0,1,0,0
28,14,TRANSPORTE68,5,28660,51.0,61,0,1,0,0,1,0
69,14,TRANSPORTE68,5,19870,51.0,3,0,1,0,1,0,0
137,14,TRANSPORTE68,4,21570,51.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,4,35600,51.0,42,0,1,0,0,1,0
43,14,TRANSPORTE68,4,21080,51.0,61,0,1,0,1,0,0
5,14,TRANSPORTE68,4,35990,51.0,61,0,1,0,1,0,0
227,14,TRANSPORTE68,4,20990,51.0,42,0,1,0,0,1,0
72,14,TRANSPORTE68,5,21260,51.0,49,0,1,0,0,1,0
72,14,TRANSPORTE68,5,21000,51.0,49,0,1,0,0,1,0
137,14,TRANSPORTE68,5,21490,51.0,61,0,1,0,0,1,0
123,14,TRANSPORTE68,5,31040,51.0,13,0,1,0,1,0,0
202,14,TRANSPORTE59,7,28880,54.0,23,0,1,0,0,1,0
37,14,TRANSPORTE59,7,23150,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,7,35320,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE59,7,33340,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE59,7,33880,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE59,7,38720,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE59,7,30890,54.0,13,0,1,0,0,1,0
69,14,TRANSPORTE59,7,35700,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE59,7,35700,54.0,3,0,1,0,1,0,0
229,14,TRANSPORTE59,7,14780,54.0,23,0,1,0,1,0,0
28,14,TRANSPORTE59,7,36110,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,7,38350,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,7,38600,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE59,7,34900,54.0,13,0,1,0,0,1,0
61,14,TRANSPORTE59,7,19850,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,7,37990,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,7,21460,54.0,61,0,1,0,0,1,0
266,14,TRANSPORTE59,7,21310,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE59,7,33830,54.0,13,0,1,0,0,1,0
36,14,TRANSPORTE59,7,29500,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE59,7,36510,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,7,35700,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE52,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE52,6,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE52,6,0,54.0,42,0,1,0,0,0,1
28,14,TRANSPORTE52,6,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE52,6,0,54.0,61,0,1,0,0,0,1
227,14,TRANSPORTE52,6,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE52,6,0,54.0,42,0,1,0,0,0,1
245,14,TRANSPORTE38,5,27990,54.0,13,0,1,0,0,1,0
72,14,TRANSPORTE38,5,35140,54.0,49,0,1,0,0,1,0
72,14,TRANSPORTE38,5,21500,54.0,49,0,1,0,0,1,0
229,14,TRANSPORTE38,5,17640,54.0,23,0,1,0,1,0,0
37,14,TRANSPORTE62,5,33630,54.0,61,0,1,0,0,1,0
120,14,TRANSPORTE62,5,20670,54.0,49,0,1,0,1,0,0
36,14,TRANSPORTE62,5,28930,54.0,13,0,1,0,0,1,0
72,14,TRANSPORTE62,5,35650,54.0,49,0,1,0,0,1,0
36,14,TRANSPORTE62,5,33540,54.0,13,0,1,0,0,1,0
144,14,TRANSPORTE62,5,22890,54.0,3,0,1,0,0,1,0
36,14,TRANSPORTE62,5,29480,54.0,13,0,1,0,0,1,0
69,14,TRANSPORTE62,5,38180,54.0,3,0,1,0,1,0,0
120,14,TRANSPORTE62,5,35570,51.0,49,0,1,0,1,0,0
272,5,TRANSPORTE52,9,8880,54.0,52,0,0,0,1,0,0
237,5,TRANSPORTE52,9,8880,54.0,52,0,0,0,1,0,0
227,14,TRANSPORTE52,11,0,54.0,42,0,1,0,0,0,1
137,14,TRANSPORTE52,11,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE52,11,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE52,11,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE52,11,37550,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE52,11,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE52,11,0,54.0,49,0,1,0,0,0,1
137,14,TRANSPORTE52,11,0,54.0,61,0,1,0,0,0,1
133,5,TRANSPORTE48,7,32220,54.0,20,0,0,0,1,0,0
99,22,TRANSPORTE48,7,35550,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,34190,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,34190,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,34250,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,28240,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,28240,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,28240,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,7,28240,54.0,45,0,0,0,1,0,0
213,5,TRANSPORTE48,7,24180,54.0,56,0,0,0,1,0,0
227,14,TRANSPORTE52,11,39830,54.0,42,0,1,0,0,1,0
200,14,TRANSPORTE68,5,16230,54.0,13,0,1,0,0,1,0
273,14,TRANSPORTE68,5,34490,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,40670,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE68,5,39430,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE68,5,39810,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE68,5,28110,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE68,5,35820,54.0,13,0,1,0,0,1,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE68,5,21170,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,35610,54.0,42,0,1,0,0,1,0
200,14,TRANSPORTE68,5,39960,54.0,13,0,1,0,0,1,0
5,14,TRANSPORTE68,5,21440,54.0,61,0,1,0,1,0,0
137,14,TRANSPORTE68,5,38350,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,5,19430,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE68,5,36230,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE68,5,34860,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,32850,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE68,5,37070,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE68,5,37070,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,39020,54.0,42,0,1,0,0,1,0
103,14,TRANSPORTE68,5,21350,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE57,7,0,54.0,61,0,1,0,0,0,1
227,14,TRANSPORTE57,7,35240,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE57,7,21670,54.0,42,0,1,0,0,1,0
98,14,TRANSPORTE45,5,11120,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE19,5,35300,54.0,61,0,1,0,0,1,0
200,14,TRANSPORTE19,5,36120,54.0,13,0,1,0,0,1,0
72,14,TRANSPORTE19,5,35200,54.0,49,0,1,0,0,1,0
227,14,TRANSPORTE19,5,33110,54.0,42,0,1,0,0,1,0
78,14,TRANSPORTE19,5,19190,54.0,3,0,1,0,1,0,0
28,14,TRANSPORTE19,5,33620,54.0,61,0,1,0,0,1,0
113,14,TRANSPORTE19,5,34950,54.0,3,0,1,0,0,1,0
28,14,TRANSPORTE19,5,36180,54.0,61,0,1,0,0,1,0
69,14,TRANSPORTE19,5,21120,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE19,5,37470,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE19,5,21450,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE59,5,37030,54.0,13,0,1,0,0,1,0
266,14,TRANSPORTE59,5,21700,54.0,3,0,1,0,1,0,0
269,5,TRANSPORTE12,5,30480,54.0,52,0,0,0,1,0,0
269,5,TRANSPORTE12,5,36410,54.0,52,0,0,0,1,0,0
79,0,TRANSPORTE12,5,19760,54.0,32,0,0,0,1,0,0
227,14,TRANSPORTE70,5,34480,54.0,42,0,1,0,0,1,0
5,14,TRANSPORTE70,5,32820,54.0,61,0,1,0,1,0,0
266,14,TRANSPORTE70,5,21130,54.0,3,0,1,0,1,0,0
245,14,TRANSPORTE70,5,20630,54.0,13,0,1,0,0,1,0
72,14,TRANSPORTE70,5,37480,54.0,49,0,1,0,0,1,0
200,14,TRANSPORTE68,5,33460,54.0,13,0,1,0,0,1,0
69,14,TRANSPORTE68,5,38050,54.0,3,0,1,0,1,0,0
61,14,TRANSPORTE68,5,33400,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,36770,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,33970,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39770,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE68,5,34310,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,5,36230,54.0,42,0,1,0,0,1,0
96,14,TRANSPORTE68,5,21290,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE68,5,21020,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE68,5,21480,54.0,13,0,1,0,1,0,0
69,14,TRANSPORTE68,5,38720,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,28250,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,37780,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE68,5,38200,54.0,61,0,1,0,0,1,0
266,14,TRANSPORTE68,5,21750,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE68,5,40480,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE68,5,39840,54.0,61,0,1,0,0,1,0
233,14,TRANSPORTE68,5,28900,54.0,23,0,1,0,0,1,0
227,14,TRANSPORTE68,5,38890,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,38670,54.0,42,0,1,0,0,1,0
123,14,TRANSPORTE68,5,30970,54.0,61,0,1,0,1,0,0
227,14,TRANSPORTE68,5,39850,54.0,42,0,1,0,0,1,0
118,14,TRANSPORTE63,6,34780,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE63,6,35450,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE63,6,21230,54.0,61,0,1,0,0,1,0
62,14,TRANSPORTE63,6,18070,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE63,6,21190,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE63,6,21610,54.0,61,0,1,0,0,1,0
96,14,TRANSPORTE63,6,21260,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE63,6,20180,54.0,61,0,1,0,0,1,0
84,14,TRANSPORTE63,6,21600,54.0,13,0,1,0,1,0,0
28,14,TRANSPORTE63,6,34340,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE63,6,34580,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE63,6,36350,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE63,6,20940,54.0,61,0,1,0,0,1,0
72,14,TRANSPORTE63,6,36560,54.0,49,0,1,0,0,1,0
36,14,TRANSPORTE63,6,34730,54.0,13,0,1,0,0,1,0
28,14,TRANSPORTE63,6,30290,54.0,61,0,1,0,0,1,0
202,14,TRANSPORTE63,6,33010,54.0,23,0,1,0,0,1,0
227,14,TRANSPORTE63,6,34860,54.0,42,0,1,0,0,1,0
103,14,TRANSPORTE63,6,36010,54.0,3,0,1,0,1,0,0
103,14,TRANSPORTE63,6,36010,54.0,3,0,1,0,1,0,0
233,14,TRANSPORTE63,6,32180,54.0,23,0,1,0,0,1,0
227,14,TRANSPORTE68,7,34340,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE68,7,38700,54.0,23,0,1,0,1,0,0
200,14,TRANSPORTE68,7,40040,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE68,7,40160,54.0,42,0,1,0,0,1,0
61,14,TRANSPORTE68,7,38650,54.0,3,0,1,0,1,0,0
